,Location,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Year_text,Volume
0,8,15,1,Total Volume,Diageo Plc,2017,35506.37732
1,8,15,1,Total Volume,Pernod Ricard Groupe,2017,18482.5958
2,8,15,1,Total Volume,Hite Jinro Co Ltd,2017,11121.69868
3,8,15,1,Total Volume,Thai Beverage PCL,2017,6252.38259
4,8,15,1,Total Volume,Suntory Holdings Ltd,2017,7834.494901
5,8,15,1,Total Volume,Beijing Shunxin Agriculture Co Ltd,2017,2446.943741
6,8,15,1,Total Volume,Allied Blenders & Distillers Pvt Ltd,2017,5373.662882
7,8,15,1,Total Volume,Bacardi & Co Ltd,2017,4770.918623
8,8,15,1,Total Volume,Lotte Group,2017,1926.566783
9,8,15,1,Total Volume,Alliance Global Group Inc,2017,1549.127299
10,8,15,1,Total Volume,Russian Standard Corp,2017,1670.209463
11,8,15,1,Total Volume,San Miguel Corp,2017,1242.829771
12,8,15,1,Total Volume,Sazerac Co Inc,2017,1463.857554
13,8,15,1,Total Volume,Muhak Co Ltd,2017,2365.222039
14,8,15,1,Total Volume,Brown-Forman Corp,2017,1622.630286
15,8,15,1,Total Volume,"Campari Milano SpA, Davide",2017,1239.428524
16,8,15,1,Total Volume,Sujiu Group,2017,1155.34743
17,8,15,1,Total Volume,Luzhou Lao Jiao Co Ltd,2017,1629.870008
18,8,15,1,Total Volume,Jing Brand Co Ltd,2017,1174.469918
19,8,15,1,Total Volume,Tanduay Distillers Inc,2017,1036.747807
20,8,15,1,Total Volume,Sichuan Yibin Wuliangye Distillery Co Ltd,2017,1185.850135
21,8,15,1,Total Volume,Radico Khaitan Ltd,2017,757.9420818
22,8,15,1,Total Volume,Takara Holdings Inc,2017,771.7816623
23,8,15,1,Total Volume,Cia Muller de Bebidas Ltda,2017,733.1682916
24,8,15,1,Total Volume,Capital Wine Group Ltd,2017,766.5057202
25,8,15,1,Total Volume,John Distilleries Pvt Ltd,2017,746.5450661
26,8,15,1,Total Volume,Stock Spirits Group,2017,711.0584311
27,8,15,1,Total Volume,Heaven Hill Distilleries Inc,2017,494.9522422
28,8,15,1,Total Volume,Marie Brizard & Roger International SAS,2017,1115.775319
29,8,15,1,Total Volume,William Grant & Sons Ltd,2017,1554.527853
30,8,15,1,Total Volume,Kumbokju Co Ltd,2017,548.4756115
31,8,15,1,Total Volume,Jagatjit Industries Ltd,2017,389.3126517
32,8,15,1,Total Volume,Tatspirtprom OAO,2017,417.4135883
33,8,15,1,Total Volume,Kirishima Corp,2017,334.3949527
34,8,15,1,Total Volume,Asahi Group Holdings Ltd,2017,356.1170442
35,8,15,1,Total Volume,Global Spirits AMG-77 Holding Co,2017,306.566069
36,8,15,1,Total Volume,Constellation Brands Inc,2017,347.3104136
37,8,15,1,Total Volume,Sanwa Shurui Co Ltd,2017,294.3299795
38,8,15,1,Total Volume,Sichuan Jian Nan Chun (Group) Co Ltd,2017,379.5017431
39,8,15,1,Total Volume,La Martiniquaise SVS,2017,208.3778782
40,8,15,1,Total Volume,Anhui Gujing Group Co Ltd,2017,279.6438919
41,8,15,1,Total Volume,E&J Gallo Winery Inc,2017,144.658509
42,8,15,1,Total Volume,Status Group OOO,2017,283.9689949
43,8,15,1,Total Volume,Nigeria Distilleries Ltd,2017,285.4195146
44,8,15,1,Total Volume,LVMH MoÃ«t Hennessy Louis Vuitton SA,2017,204.2821003
45,8,15,1,Total Volume,Oenon Holdings Inc,2017,110.0000024
46,8,15,1,Total Volume,Edrington Group,2017,252.4954917
47,8,15,1,Total Volume,IndÃºstrias Reunidas de Bebidas Tatuzinho / 3 Fazendas Ltda,2017,198.2200553
48,8,15,1,Total Volume,Mast-JÃ¤germeister SE,2017,217.8092267
49,8,15,1,Total Volume,Engarrafamento PitÃº Ltda,2017,194.1844036
50,8,15,1,Total Volume,Intercontinental Distillers Ltd,2017,317.5936067
51,8,15,1,Total Volume,Kweichow Moutai Co Ltd,2017,478.6144925
52,8,15,1,Total Volume,Shaanxi Xifeng Liquor Co Ltd,2017,18146.17543
53,8,15,1,Total Volume,Distell Group Ltd,2017,279.0627358
54,8,15,1,Total Volume,Fenjiu Group,2017,10619.6407
55,8,15,1,Total Volume,"Fifth Generation, Inc",2017,1101.574601
56,8,15,1,Total Volume,Hebei Hengshui Laobaigan Liquor Co Ltd,2017,1080.866152
57,8,15,1,Total Volume,Mohan Meakin Ltd,2017,364.0999947
58,8,15,1,Total Volume,Bayadera Holding TOV,2017,5578.175039
59,8,15,1,Total Volume,Distilleries Co of Sri Lanka Plc,2017,1140.302459
60,8,15,1,Total Volume,Shandong JingZhi Distillery Co Ltd,2017,764.690083
61,8,15,1,Total Volume,DestilerÃ­as Unidas SA,2017,281.5400094
62,8,15,1,Total Volume,Bohae Brewery Co Ltd,2017,1735.877818
63,8,15,1,Total Volume,RÃ©my Cointreau Group,2017,30053.86642
64,8,15,1,Total Volume,Alkogolnaya Sibirskaya Gruppa OOO,2017,39275.08273
65,8,15,1,Total Volume,Herman Jansen Beverages Nederland BV,2017,41143.35765
66,8,15,1,Total Volume,Nemiroff UVK,2017,41080.236
67,8,15,1,Total Volume,Guangdong Jiujiang Distillery Co Ltd,2017,52147.56899
68,8,15,1,Total Volume,Yantai Changyu Group Co Ltd,2017,52545.43307
69,8,15,1,Total Volume,Bashspirt OAO,2017,18383.00048
70,8,15,1,Total Volume,SPI Group,2017,18663.08848
71,8,15,1,Total Volume,Anhui Yingjia Distillery Co Ltd,2017,19276.49797
72,8,15,1,Total Volume,"Branca Distillerie Srl, Flli",2017,19636.55725
73,8,15,1,Total Volume,V V Food & Beverage Co Ltd,2017,21466.10702
74,8,15,1,Total Volume,Afsar Co Ltd SP OOO,2017,11651.57049
75,8,15,1,Total Volume,Daesun Distilling Co Ltd,2017,11715.00023
76,8,15,1,Total Volume,Amrut Distilleries Pvt Ltd,2017,11889.36987
77,8,15,1,Total Volume,GK Kristall-Lefortovo OOO,2017,12552.80337
78,8,15,1,Total Volume,FÃ¡brica de Licores y Alcoholes de Antioquia,2017,12252.60298
79,8,15,1,Total Volume,Kirin Holdings Co Ltd,2017,11953.69942
80,8,15,1,Total Volume,Ron Santa Teresa CA,2017,11850.36489
81,8,15,1,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),2017,11818.71026
82,8,15,1,Total Volume,Sapporo Holdings Ltd,2017,6194.650083
83,8,15,1,Total Volume,IndÃºstria de Bebidas Paris Ltda,2017,6079.809595
84,8,15,1,Total Volume,Xinjiang Yilite Industry Co Ltd,2017,6037.151311
85,8,15,1,Total Volume,Satsuma Shuzo Co Ltd,2017,9578.013392
86,8,15,1,Total Volume,Jiangsu King's Luck Brewery JSC Ltd,2017,9397.028934
87,8,15,1,Total Volume,Anhui Kouzi Distillery Co Ltd,2017,8612.632354
88,8,15,1,Total Volume,Kinmen Kaoliang Liquor Inc,2017,9053.96233
89,8,15,1,Total Volume,Unkai Shuzo Co,2017,8473.851931
90,8,15,1,Total Volume,Ladoga Kholdingovaya Kompanya ZAO,2017,7948.324385
91,8,15,1,Total Volume,Caribbean Distillers Corp Ltd (CDC),2017,8064.157691
92,8,15,1,Total Volume,Lang Jiu Group,2017,2253.437304
93,8,15,1,Total Volume,Oetker-Gruppe,2017,2241.465146
94,8,15,1,Total Volume,Anheuser-Busch InBev NV,2017,2218.974341
95,8,15,1,Total Volume,Shiva Distilleries Ltd,2017,6347.23031
96,8,15,1,Total Volume,Hamada Syuzou Co Ltd,2017,6330.037814
97,8,15,1,Total Volume,McCormick Distilling Co Inc,2017,5685.392992
98,8,15,1,Total Volume,Grupo Corona Spirits SA de CV,2017,5327.913134
99,8,15,1,Total Volume,Uganda Breweries Ltd,2017,4837.773892
100,8,15,1,Total Volume,Berentzen-Gruppe AG,2017,4493.50525
101,8,15,1,Total Volume,Ketel One Worldwide BV,2017,4684.668424
102,8,15,1,Total Volume,Luxco Corp,2017,4521.516581
103,8,15,1,Total Volume,RotkÃ¤ppchen-Mumm Sektkellereien GmbH,2017,4266.661004
104,8,15,1,Total Volume,Tilaknagar Industries Ltd,2017,4298.312544
105,8,15,1,Total Volume,Loch Lomond Distillery Co Ltd,2017,4038.236031
106,8,15,1,Total Volume,Nikaido Shuzo Co Ltd,2017,2763.065364
107,8,15,1,Total Volume,GrÃ¤flich von Hardenberg'sche Kornbrennerei GmbH & Co KG,2017,1826.571202
108,8,15,1,Total Volume,Altia Oyj,2017,1842.78428
109,8,15,1,Total Volume,Minski Zavod Vinogradnyh Vin ZAO,2017,1743.241742
110,8,15,1,Total Volume,Industrias Licoreras de Guatemala SA,2017,2455.008651
111,8,15,1,Total Volume,Cooperativa AgrÃ­cola Pisquera de Elqui Ltda,2017,2508.306602
112,8,15,1,Total Volume,Lucas Bols BV,2017,1506.373588
113,8,15,1,Total Volume,Minsk Kristall OAO,2017,1670.817872
114,8,15,1,Total Volume,Grupo Osborne SA,2017,1859.013286
115,8,15,1,Total Volume,Vinhos Salton SA IndÃºstria e ComÃ©rcio,2017,2073.769748
116,8,15,1,Total Volume,Olimp Corp,2017,2303.541615
117,8,15,1,Total Volume,Anhui Golden Seed Winery Co Ltd,2017,1582.253627
118,8,15,1,Total Volume,Farvab JV,2017,1635.442111
119,8,15,1,Total Volume,Eastern Beverage Company SA,2017,1662.977692
120,8,15,1,Total Volume,Farovon OOO PTK,2017,1913.559748
121,8,15,1,Total Volume,Veda ZAO,2017,2177.162971
122,8,15,1,Total Volume,White Rock Distilleries Inc,2017,1750.933458
123,8,15,1,Total Volume,Synergya OAO,2017,1842.218732
124,8,15,1,Total Volume,Grupo Cuervo SA de CV,2017,1769.724406
125,8,15,1,Total Volume,Sichuan Tuopai Shede Wine Co Ltd,2017,1740.416722
126,8,15,1,Total Volume,SABMiller Plc,2017,1733.730953
127,8,15,1,Total Volume,BelvÃ©dÃ¨re SA,2017,1298.701231
128,8,15,1,Total Volume,Dialog OOO,2017,1339.999961
129,8,15,1,Total Volume,Vats Group,2017,1396.799955
130,8,15,1,Total Volume,Altera Holding,2017,1527.453336
131,8,15,1,Total Volume,UB Group,2017,1654.31789
132,8,15,1,Total Volume,Beam Inc,2017,1489.940538
133,8,15,1,Total Volume,Zolotaya Manufaktura OOO,2017,1629.510855
134,8,15,1,Total Volume,Georgievskoe LVZ ZAO,2017,1601.521877
135,8,15,1,Total Volume,Private Label,2017,1568.590103
136,8,15,1,Total Volume,Others,2017,1574.269942
137,8,15,1,Total Volume,Diageo Plc,2016,2033.004838
138,8,15,1,Total Volume,Pernod Ricard Groupe,2016,1840.203488
139,8,15,1,Total Volume,Hite Jinro Co Ltd,2016,1533.329993
140,8,15,1,Total Volume,Thai Beverage PCL,2016,1489.012658
141,8,15,1,Total Volume,Suntory Holdings Ltd,2016,1481.195742
142,8,15,1,Total Volume,Beijing Shunxin Agriculture Co Ltd,2016,1672.663711
143,8,15,1,Total Volume,Allied Blenders & Distillers Pvt Ltd,2016,1679.903232
144,8,15,1,Total Volume,Bacardi & Co Ltd,2016,1571.970234
145,8,15,1,Total Volume,Lotte Group,2016,1465.432566
146,8,15,1,Total Volume,Alliance Global Group Inc,2016,1435.9174
147,8,15,1,Total Volume,Russian Standard Corp,2016,1239.484205
148,8,15,1,Total Volume,San Miguel Corp,2016,1255.419627
149,8,15,1,Total Volume,Sazerac Co Inc,2016,1259.301769
150,8,15,1,Total Volume,Muhak Co Ltd,2016,1266.592758
151,8,15,1,Total Volume,Brown-Forman Corp,2016,1282.895178
152,8,15,1,Total Volume,"Campari Milano SpA, Davide",2016,1194.108747
153,8,15,1,Total Volume,Sujiu Group,2016,1271.330155
154,8,15,1,Total Volume,Luzhou Lao Jiao Co Ltd,2016,1306.249574
155,8,15,1,Total Volume,Jing Brand Co Ltd,2016,1209.021052
156,8,15,1,Total Volume,Tanduay Distillers Inc,2016,1234.925948
157,8,15,1,Total Volume,Sichuan Yibin Wuliangye Distillery Co Ltd,2016,1466.889895
158,8,15,1,Total Volume,Radico Khaitan Ltd,2016,1246.850049
159,8,15,1,Total Volume,Takara Holdings Inc,2016,1309.192531
160,8,15,1,Total Volume,Cia Muller de Bebidas Ltda,2016,1267.298475
161,8,15,1,Total Volume,Capital Wine Group Ltd,2016,1193.79515
162,8,15,1,Total Volume,John Distilleries Pvt Ltd,2016,1114.000003
163,8,15,1,Total Volume,Stock Spirits Group,2016,1169.899968
164,8,15,1,Total Volume,Heaven Hill Distilleries Inc,2016,1159.8001
165,8,15,1,Total Volume,William Grant & Sons Ltd,2016,1162.000001
166,8,15,1,Total Volume,Kumbokju Co Ltd,2016,1150.379981
167,8,15,1,Total Volume,Jagatjit Industries Ltd,2016,1013.664177
168,8,15,1,Total Volume,Tatspirtprom OAO,2016,1043.24071
169,8,15,1,Total Volume,Kirishima Corp,2016,1096.147569
170,8,15,1,Total Volume,Asahi Group Holdings Ltd,2016,1124.932192
171,8,15,1,Total Volume,Global Spirits AMG-77 Holding Co,2016,1146.067453
172,8,15,1,Total Volume,Constellation Brands Inc,2016,1158.897097
173,8,15,1,Total Volume,Sanwa Shurui Co Ltd,2016,1148.548319
174,8,15,1,Total Volume,Sichuan Jian Nan Chun (Group) Co Ltd,2016,1061.411451
175,8,15,1,Total Volume,La Martiniquaise SVS,2016,1058.234892
176,8,15,1,Total Volume,Anhui Gujing Group Co Ltd,2016,1073.574964
177,8,15,1,Total Volume,E&J Gallo Winery Inc,2016,1071.769067
178,8,15,1,Total Volume,Nigeria Distilleries Ltd,2016,1067.608989
179,8,15,1,Total Volume,LVMH MoÃ«t Hennessy Louis Vuitton SA,2016,1057.514164
180,8,15,1,Total Volume,Oenon Holdings Inc,2016,1045.440358
181,8,15,1,Total Volume,Edrington Group,2016,746.2283689
182,8,15,1,Total Volume,IndÃºstrias Reunidas de Bebidas Tatuzinho / 3 Fazendas Ltda,2016,766.8533686
183,8,15,1,Total Volume,Mast-JÃ¤germeister SE,2016,696.2219372
184,8,15,1,Total Volume,Engarrafamento PitÃº Ltda,2016,865.6826272
185,8,15,1,Total Volume,Intercontinental Distillers Ltd,2016,879.9499271
186,8,15,1,Total Volume,Kweichow Moutai Co Ltd,2016,826.0124871
187,8,15,1,Total Volume,Shaanxi Xifeng Liquor Co Ltd,2016,801.6581697
188,8,15,1,Total Volume,Distell Group Ltd,2016,806.6886868
189,8,15,1,Total Volume,Fenjiu Group,2016,810.5897645
190,8,15,1,Total Volume,"Fifth Generation, Inc",2016,824.7866057
191,8,15,1,Total Volume,Hebei Hengshui Laobaigan Liquor Co Ltd,2016,718.0454368
192,8,15,1,Total Volume,Mohan Meakin Ltd,2016,715.8983261
193,8,15,1,Total Volume,Bayadera Holding TOV,2016,712.516307
194,8,15,1,Total Volume,Distilleries Co of Sri Lanka Plc,2016,731.8890975
195,8,15,1,Total Volume,Shandong JingZhi Distillery Co Ltd,2016,799.66365
196,8,15,1,Total Volume,DestilerÃ­as Unidas SA,2016,745.2843241
197,8,15,1,Total Volume,Bohae Brewery Co Ltd,2016,743.1523474
198,8,15,1,Total Volume,RÃ©my Cointreau Group,2016,731.1315535
199,8,15,1,Total Volume,Alkogolnaya Sibirskaya Gruppa OOO,2016,725.1578828
200,8,15,1,Total Volume,Herman Jansen Beverages Nederland BV,2016,720.2606063
201,8,15,1,Total Volume,Nemiroff UVK,2016,732.9620025
202,8,15,1,Total Volume,Guangdong Jiujiang Distillery Co Ltd,2016,685.8049165
203,8,15,1,Total Volume,Yantai Changyu Group Co Ltd,2016,697.0103022
204,8,15,1,Total Volume,Bashspirt OAO,2016,690.4372295
205,8,15,1,Total Volume,SPI Group,2016,699.336869
206,8,15,1,Total Volume,Anhui Yingjia Distillery Co Ltd,2016,737.3719296
207,8,15,1,Total Volume,"Branca Distillerie Srl, Flli",2016,726.890867
208,8,15,1,Total Volume,Afsar Co Ltd SP OOO,2016,704.0464743
209,8,15,1,Total Volume,Daesun Distilling Co Ltd,2016,694.8648763
210,8,15,1,Total Volume,Amrut Distilleries Pvt Ltd,2016,682.0603075
211,8,15,1,Total Volume,GK Kristall-Lefortovo OOO,2016,554.5742363
212,8,15,1,Total Volume,FÃ¡brica de Licores y Alcoholes de Antioquia,2016,581.2855096
213,8,15,1,Total Volume,Kirin Holdings Co Ltd,2016,615.4574058
214,8,15,1,Total Volume,Ron Santa Teresa CA,2016,636.1810202
215,8,15,1,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),2016,655.1885367
216,8,15,1,Total Volume,Sapporo Holdings Ltd,2016,1013.852916
217,8,15,1,Total Volume,IndÃºstria de Bebidas Paris Ltda,2016,854.3615055
218,8,15,1,Total Volume,Xinjiang Yilite Industry Co Ltd,2016,681.0390166
219,8,15,1,Total Volume,Satsuma Shuzo Co Ltd,2016,646.7147587
220,8,15,1,Total Volume,Jiangsu King's Luck Brewery JSC Ltd,2016,621.0087241
221,8,15,1,Total Volume,Anhui Kouzi Distillery Co Ltd,2016,1693.194512
222,8,15,1,Total Volume,Kinmen Kaoliang Liquor Inc,2016,1702.378448
223,8,15,1,Total Volume,Unkai Shuzo Co,2016,1531.597684
224,8,15,1,Total Volume,Ladoga Kholdingovaya Kompanya ZAO,2016,722.5236832
225,8,15,1,Total Volume,Caribbean Distillers Corp Ltd (CDC),2016,569.9124944
226,8,15,1,Total Volume,Lang Jiu Group,2016,549.6672704
227,8,15,1,Total Volume,Oetker-Gruppe,2016,563.1752032
228,8,15,1,Total Volume,Anheuser-Busch InBev NV,2016,564.7628024
229,8,15,1,Total Volume,Shiva Distilleries Ltd,2016,566.944143
230,8,15,1,Total Volume,Hamada Syuzou Co Ltd,2016,569.7411608
231,8,15,1,Total Volume,McCormick Distilling Co Inc,2016,412.2678204
232,8,15,1,Total Volume,Grupo Corona Spirits SA de CV,2016,428.1654913
233,8,15,1,Total Volume,Uganda Breweries Ltd,2016,436.4930258
234,8,15,1,Total Volume,Berentzen-Gruppe AG,2016,462.8558782
235,8,15,1,Total Volume,Ketel One Worldwide BV,2016,483.412736
236,8,15,1,Total Volume,Luxco Corp,2016,417.2358885
237,8,15,1,Total Volume,RotkÃ¤ppchen-Mumm Sektkellereien GmbH,2016,433.9325943
238,8,15,1,Total Volume,Tilaknagar Industries Ltd,2016,455.742397
239,8,15,1,Total Volume,Loch Lomond Distillery Co Ltd,2016,468.6986827
240,8,15,1,Total Volume,Nikaido Shuzo Co Ltd,2016,475.9446041
241,8,15,1,Total Volume,GrÃ¤flich von Hardenberg'sche Kornbrennerei GmbH & Co KG,2016,341.647091
242,8,15,1,Total Volume,Altia Oyj,2016,355.5642604
243,8,15,1,Total Volume,Minski Zavod Vinogradnyh Vin ZAO,2016,355.5409159
244,8,15,1,Total Volume,Industrias Licoreras de Guatemala SA,2016,363.4124195
245,8,15,1,Total Volume,Cooperativa AgrÃ­cola Pisquera de Elqui Ltda,2016,371.7678259
246,8,15,1,Total Volume,Lucas Bols BV,2016,353.1974287
247,8,15,1,Total Volume,Minsk Kristall OAO,2016,347.821739
248,8,15,1,Total Volume,Grupo Osborne SA,2016,343.4664515
249,8,15,1,Total Volume,Vinhos Salton SA IndÃºstria e ComÃ©rcio,2016,340.9287456
250,8,15,1,Total Volume,Olimp Corp,2016,336.1435034
251,8,15,1,Total Volume,Anhui Golden Seed Winery Co Ltd,2016,294.8506913
252,8,15,1,Total Volume,Farvab JV,2016,309.8340382
253,8,15,1,Total Volume,Eastern Beverage Company SA,2016,315.1159447
254,8,15,1,Total Volume,Farovon OOO PTK,2016,321.7639738
255,8,15,1,Total Volume,Veda ZAO,2016,328.7439399
256,8,15,1,Total Volume,White Rock Distilleries Inc,2016,331.4440549
257,8,15,1,Total Volume,Synergya OAO,2016,335.751427
258,8,15,1,Total Volume,Grupo Cuervo SA de CV,2016,330.782997
259,8,15,1,Total Volume,Sichuan Tuopai Shede Wine Co Ltd,2016,324.576883
260,8,15,1,Total Volume,SABMiller Plc,2016,318.9667943
261,8,15,1,Total Volume,BelvÃ©dÃ¨re SA,2016,288.2000083
262,8,15,1,Total Volume,Dialog OOO,2016,307.4599889
263,8,15,1,Total Volume,Vats Group,2016,303.1996769
264,8,15,1,Total Volume,Altera Holding,2016,305.6185323
265,8,15,1,Total Volume,UB Group,2016,315.947774
266,8,15,1,Total Volume,Beam Inc,2016,373.1071082
267,8,15,1,Total Volume,Zolotaya Manufaktura OOO,2016,351.1140835
268,8,15,1,Total Volume,Georgievskoe LVZ ZAO,2016,330.7883498
269,8,15,1,Total Volume,Central European Distribution Corp (CEDC),2016,318.6190473
270,8,15,1,Total Volume,Hubei Zhijiang Distillery Co Ltd,2016,310.944901
271,8,15,1,Total Volume,Rosspirtprom FGUP,2016,342.7395898
272,8,15,1,Total Volume,Private Label,2016,340.1306016
273,8,15,1,Total Volume,Others,2016,323.202504
274,8,15,1,Total Volume,Diageo Plc,2018,318.8293076
275,8,15,1,Total Volume,Pernod Ricard Groupe,2018,306.3090177
276,8,15,1,Total Volume,Hite Jinro Co Ltd,2018,284.0433572
277,8,15,1,Total Volume,Thai Beverage PCL,2018,293.0721589
278,8,15,1,Total Volume,Suntory Holdings Ltd,2018,297.5614709
279,8,15,1,Total Volume,Beijing Shunxin Agriculture Co Ltd,2018,300.6931483
280,8,15,1,Total Volume,Allied Blenders & Distillers Pvt Ltd,2018,294.6208987
281,8,15,1,Total Volume,Bacardi & Co Ltd,2018,181.106358
282,8,15,1,Total Volume,Lotte Group,2018,216.2896276
283,8,15,1,Total Volume,Alliance Global Group Inc,2018,245.3973959
284,8,15,1,Total Volume,Russian Standard Corp,2018,269.7399755
285,8,15,1,Total Volume,San Miguel Corp,2018,283.9140306
286,8,15,1,Total Volume,Sazerac Co Inc,2018,277.7403196
287,8,15,1,Total Volume,Muhak Co Ltd,2018,277.4249342
288,8,15,1,Total Volume,Brown-Forman Corp,2018,276.3256817
289,8,15,1,Total Volume,"Campari Milano SpA, Davide",2018,275.9455684
290,8,15,1,Total Volume,Sujiu Group,2018,278.587016
291,8,15,1,Total Volume,Luzhou Lao Jiao Co Ltd,2018,309.8902541
292,8,15,1,Total Volume,Jing Brand Co Ltd,2018,331.0539183
293,8,15,1,Total Volume,Tanduay Distillers Inc,2018,337.6520125
294,8,15,1,Total Volume,Sichuan Yibin Wuliangye Distillery Co Ltd,2018,291.7566834
295,8,15,1,Total Volume,Radico Khaitan Ltd,2018,261.8537004
296,8,15,1,Total Volume,Takara Holdings Inc,2018,204.5612264
297,8,15,1,Total Volume,Cia Muller de Bebidas Ltda,2018,203.0770866
298,8,15,1,Total Volume,Capital Wine Group Ltd,2018,201.3152256
299,8,15,1,Total Volume,John Distilleries Pvt Ltd,2018,244.5192523
300,8,15,1,Total Volume,Stock Spirits Group,2018,252.8129807
301,8,15,1,Total Volume,Heaven Hill Distilleries Inc,2018,124.9999946
302,8,15,1,Total Volume,Marie Brizard & Roger International SAS,2018,150.0000031
303,8,15,1,Total Volume,William Grant & Sons Ltd,2018,199.9999943
304,8,15,1,Total Volume,Kumbokju Co Ltd,2018,224.6567016
305,8,15,1,Total Volume,Jagatjit Industries Ltd,2018,246.7172076
306,8,15,1,Total Volume,Tatspirtprom OAO,2018,223.2805292
307,8,15,1,Total Volume,Kirishima Corp,2018,243.914176
308,8,15,1,Total Volume,Asahi Group Holdings Ltd,2018,258.0599922
309,8,15,1,Total Volume,Global Spirits AMG-77 Holding Co,2018,258.0852242
310,8,15,1,Total Volume,Constellation Brands Inc,2018,246.0821487
311,8,15,1,Total Volume,Sanwa Shurui Co Ltd,2018,221.6799333
312,8,15,1,Total Volume,Sichuan Jian Nan Chun (Group) Co Ltd,2018,200.9234887
313,8,15,1,Total Volume,La Martiniquaise SVS,2018,205.4854017
314,8,15,1,Total Volume,Anhui Gujing Group Co Ltd,2018,203.6825752
315,8,15,1,Total Volume,E&J Gallo Winery Inc,2018,206.6968417
316,8,15,1,Total Volume,Status Group OOO,2018,211.6123622
317,8,15,1,Total Volume,Nigeria Distilleries Ltd,2018,217.0735785
318,8,15,1,Total Volume,LVMH MoÃ«t Hennessy Louis Vuitton SA,2018,219.8993209
319,8,15,1,Total Volume,Oenon Holdings Inc,2018,205.774986
320,8,15,1,Total Volume,Edrington Group,2018,199.508692
321,8,15,1,Total Volume,IndÃºstrias Reunidas de Bebidas Tatuzinho / 3 Fazendas Ltda,2018,196.1418677
322,8,15,1,Total Volume,Mast-JÃ¤germeister SE,2018,165.2537927
323,8,15,1,Total Volume,Engarrafamento PitÃº Ltda,2018,168.1420017
324,8,15,1,Total Volume,Intercontinental Distillers Ltd,2018,183.1972018
325,8,15,1,Total Volume,Kweichow Moutai Co Ltd,2018,183.4536734
326,8,15,1,Total Volume,Shaanxi Xifeng Liquor Co Ltd,2018,183.7105068
327,8,15,1,Total Volume,Distell Group Ltd,2018,263.842701
328,8,15,1,Total Volume,Fenjiu Group,2018,267.9863859
329,8,15,1,Total Volume,"Fifth Generation, Inc",2018,240.6517877
330,8,15,1,Total Volume,Hebei Hengshui Laobaigan Liquor Co Ltd,2018,215.7398368
331,8,15,1,Total Volume,Mohan Meakin Ltd,2018,133.8262398
332,8,15,1,Total Volume,Bayadera Holding TOV,2018,122.1566439
333,8,15,1,Total Volume,Distilleries Co of Sri Lanka Plc,2018,119.9233441
334,8,15,1,Total Volume,Shandong JingZhi Distillery Co Ltd,2018,118.5149598
335,8,15,1,Total Volume,DestilerÃ­as Unidas SA,2018,125.4547218
336,8,15,1,Total Volume,Bohae Brewery Co Ltd,2018,129.1870213
337,8,15,1,Total Volume,RÃ©my Cointreau Group,2018,18092.43481
338,8,15,1,Total Volume,Alkogolnaya Sibirskaya Gruppa OOO,2018,18410.23304
339,8,15,1,Total Volume,Herman Jansen Beverages Nederland BV,2018,18833.34911
340,8,15,1,Total Volume,Nemiroff UVK,2018,0.665304266
341,8,15,1,Total Volume,Guangdong Jiujiang Distillery Co Ltd,2018,0.678795411
342,8,15,1,Total Volume,Yantai Changyu Group Co Ltd,2018,250.3174504
343,8,15,1,Total Volume,Bashspirt OAO,2018,219.1409281
344,8,15,1,Total Volume,SPI Group,2018,212.7930199
345,8,15,1,Total Volume,Anhui Yingjia Distillery Co Ltd,2018,208.9100012
346,8,15,1,Total Volume,"Branca Distillerie Srl, Flli",2018,12099.24939
347,8,15,1,Total Volume,V V Food & Beverage Co Ltd,2018,11812.58086
348,8,15,1,Total Volume,Afsar Co Ltd SP OOO,2018,1107.405548
349,8,15,1,Total Volume,Daesun Distilling Co Ltd,2018,1105.500076
350,8,15,1,Total Volume,Amrut Distilleries Pvt Ltd,2018,371.3819773
351,8,15,1,Total Volume,GK Kristall-Lefortovo OOO,2018,1778.968817
352,8,15,1,Total Volume,FÃ¡brica de Licores y Alcoholes de Antioquia,2018,1806.19589
353,8,15,1,Total Volume,Kirin Holdings Co Ltd,2018,1809.634292
354,8,15,1,Total Volume,Ron Santa Teresa CA,2018,1836.365253
355,8,15,1,Total Volume,Hanoi Alcohol Beer & Beverages Corp (Habeco),2018,1832.828105
356,8,15,1,Total Volume,Sapporo Holdings Ltd,2018,30366.56813
357,8,15,1,Total Volume,IndÃºstria de Bebidas Paris Ltda,2018,30373.106
358,8,15,1,Total Volume,Xinjiang Yilite Industry Co Ltd,2018,29441.04817
359,8,15,1,Total Volume,Satsuma Shuzo Co Ltd,2018,28424.61488
360,8,15,1,Total Volume,Jiangsu King's Luck Brewery JSC Ltd,2018,28479.40883
361,8,15,1,Total Volume,Anhui Kouzi Distillery Co Ltd,2018,34179.82645
362,8,15,1,Total Volume,Kinmen Kaoliang Liquor Inc,2018,37884.07721
363,8,15,1,Total Volume,Unkai Shuzo Co,2018,39704.68315
364,8,15,1,Total Volume,Ladoga Kholdingovaya Kompanya ZAO,2018,39620.75942
