Location,Industry,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Unit,Year_text,Year_date,Year_minus_2016,Volume
8,Alcoholic Drinks,17,1,Total Volume,Grusifas SA,million litres,2018,31/12/18,6,2.257663733
8,Alcoholic Drinks,17,1,Total Volume,Grusifas SA,million litres,2019,31/12/19,7,2.280976169
8,Alcoholic Drinks,17,1,Total Volume,Grusifas SA,million litres,2020,20/12/31,8,2.308321481
8,Alcoholic Drinks,17,1,Total Volume,Grusifas SA,million litres,2021,21/12/31,9,2.355426109
8,Alcoholic Drinks,17,1,Total Volume,Ramseier Suisse AG,million litres,2016,31/12/16,4,4.029999985
8,Alcoholic Drinks,17,1,Total Volume,Ramseier Suisse AG,million litres,2017,31/12/17,5,4.146720193
8,Alcoholic Drinks,17,1,Total Volume,Ramseier Suisse AG,million litres,2018,31/12/18,6,3.150079288
8,Alcoholic Drinks,17,1,Total Volume,Ramseier Suisse AG,million litres,2019,31/12/19,7,1.863000005
8,Alcoholic Drinks,17,1,Total Volume,Ramseier Suisse AG,million litres,2020,20/12/31,8,1.909999955
8,Alcoholic Drinks,17,1,Total Volume,Ramseier Suisse AG,million litres,2021,21/12/31,9,1.960000012
8,Alcoholic Drinks,17,1,Total Volume,Obolon PAT,million litres,2019,31/12/19,7,2.530271566
8,Alcoholic Drinks,17,1,Total Volume,Obolon PAT,million litres,2020,31/12/20,8,2.476247104
8,Alcoholic Drinks,17,1,Total Volume,Obolon PAT,million litres,2021,31/12/21,9,2.346494502
8,Alcoholic Drinks,17,1,Total Volume,Mosterei MÃ¶hl AG,million litres,2016,31/12/16,4,2.447261942
8,Alcoholic Drinks,17,1,Total Volume,Mosterei MÃ¶hl AG,million litres,2017,17/12/31,5,2.086404325
8,Alcoholic Drinks,17,1,Total Volume,Mosterei MÃ¶hl AG,million litres,2018,31/12/18,6,1.890448126
8,Alcoholic Drinks,17,1,Total Volume,Mosterei MÃ¶hl AG,million litres,2019,31/12/19,7,1.218694725
8,Alcoholic Drinks,17,1,Total Volume,Mosterei MÃ¶hl AG,million litres,2020,20/12/31,8,1.652099614
8,Alcoholic Drinks,17,1,Total Volume,Mosterei MÃ¶hl AG,million litres,2021,21/12/31,9,1.95697253
8,Alcoholic Drinks,17,1,Total Volume,Envasados Eva SA,million litres,2016,16/12/31,4,1.488105622
8,Alcoholic Drinks,17,1,Total Volume,Envasados Eva SA,million litres,2017,31/12/17,5,1.521298311
8,Alcoholic Drinks,17,1,Total Volume,Envasados Eva SA,million litres,2018,31/12/18,6,1.596313026
8,Alcoholic Drinks,17,1,Total Volume,Envasados Eva SA,million litres,2019,31/12/19,7,1.409999936
8,Alcoholic Drinks,17,1,Total Volume,Envasados Eva SA,million litres,2020,20/12/31,8,0.822000053
8,Alcoholic Drinks,17,1,Total Volume,Envasados Eva SA,million litres,2021,31/12/21,9,0.727399168
8,Alcoholic Drinks,17,1,Total Volume,SHS Group,million litres,2016,16/12/31,4,0.98000002
8,Alcoholic Drinks,17,1,Total Volume,SHS Group,million litres,2017,31/12/17,5,0.750000011
8,Alcoholic Drinks,17,1,Total Volume,SHS Group,million litres,2018,31/12/18,6,0.839999954
8,Alcoholic Drinks,17,1,Total Volume,SHS Group,million litres,2019,31/12/19,7,53.98930337
8,Alcoholic Drinks,17,1,Total Volume,SHS Group,million litres,2020,20/12/31,8,60.54647284
8,Alcoholic Drinks,17,1,Total Volume,SHS Group,million litres,2021,31/12/21,9,65.36356089
8,Alcoholic Drinks,17,1,Total Volume,Cult A/S,million litres,2016,31/12/16,4,82.94807531
8,Alcoholic Drinks,17,1,Total Volume,Cult A/S,million litres,2017,17/12/31,5,0.665304271
8,Alcoholic Drinks,17,1,Total Volume,Cult A/S,million litres,2018,31/12/18,6,0.678795392
8,Alcoholic Drinks,17,1,Total Volume,Cult A/S,million litres,2019,31/12/19,7,2.408099961
8,Alcoholic Drinks,17,1,Total Volume,Cult A/S,million litres,2020,31/12/20,8,2.876742281
8,Alcoholic Drinks,17,1,Total Volume,Cult A/S,million litres,2021,31/12/21,9,3.040250801
8,Alcoholic Drinks,17,1,Total Volume,Sidra MenÃ©ndez SL,million litres,2016,31/12/16,4,3.312694004
8,Alcoholic Drinks,17,1,Total Volume,Sidra MenÃ©ndez SL,million litres,2017,17/12/31,5,3.344231947
8,Alcoholic Drinks,17,1,Total Volume,Sidra MenÃ©ndez SL,million litres,2018,31/12/18,6,2.563464704
8,Alcoholic Drinks,17,1,Total Volume,Sidra MenÃ©ndez SL,million litres,2019,19/12/31,7,2.438559658
8,Alcoholic Drinks,17,1,Total Volume,Sidra MenÃ©ndez SL,million litres,2020,31/12/20,8,89.60238362
8,Alcoholic Drinks,17,1,Total Volume,Sidra MenÃ©ndez SL,million litres,2021,31/12/21,9,92.22037684
8,Alcoholic Drinks,17,1,Total Volume,Spendrups Bryggeri AB,million litres,2016,16/12/31,4,95.90234346
8,Alcoholic Drinks,17,1,Total Volume,Spendrups Bryggeri AB,million litres,2017,17/12/31,5,96.39826619
8,Alcoholic Drinks,17,1,Total Volume,Spendrups Bryggeri AB,million litres,2018,18/12/31,6,98.49341337
8,Alcoholic Drinks,17,1,Total Volume,Spendrups Bryggeri AB,million litres,2019,19/12/31,7,100.3204663
8,Alcoholic Drinks,17,1,Total Volume,Spendrups Bryggeri AB,million litres,2020,31/12/20,8,552.0186701
8,Alcoholic Drinks,17,1,Total Volume,Spendrups Bryggeri AB,million litres,2021,31/12/21,9,641.2467994
8,Alcoholic Drinks,17,1,Total Volume,Adams Cider Co Ltd,million litres,2016,31/12/16,4,689.6175679
8,Alcoholic Drinks,17,1,Total Volume,Adams Cider Co Ltd,million litres,2017,31/12/17,5,724.0652464
8,Alcoholic Drinks,17,1,Total Volume,Adams Cider Co Ltd,million litres,2018,31/12/18,6,779.5194647
8,Alcoholic Drinks,17,1,Total Volume,Adams Cider Co Ltd,million litres,2019,19/12/31,7,808.4607023
8,Alcoholic Drinks,17,1,Total Volume,Adams Cider Co Ltd,million litres,2020,20/12/31,8,396.6680444
8,Alcoholic Drinks,17,1,Total Volume,Adams Cider Co Ltd,million litres,2021,31/12/21,9,437.8453531
8,Alcoholic Drinks,17,1,Total Volume,Custom Drinks SLU,million litres,2016,31/12/16,4,496.6033007
8,Alcoholic Drinks,17,1,Total Volume,Custom Drinks SLU,million litres,2017,31/12/17,5,547.5925838
8,Alcoholic Drinks,17,1,Total Volume,Custom Drinks SLU,million litres,2018,18/12/31,6,602.519584
8,Alcoholic Drinks,17,1,Total Volume,Custom Drinks SLU,million litres,2019,19/12/31,7,630.1411676
8,Alcoholic Drinks,17,1,Total Volume,Custom Drinks SLU,million litres,2020,20/12/31,8,180.5593567
8,Alcoholic Drinks,17,1,Total Volume,Custom Drinks SLU,million litres,2021,31/12/21,9,191.2893518
8,Alcoholic Drinks,17,1,Total Volume,Zapiain SAT,million litres,2016,31/12/16,4,290.1761066
8,Alcoholic Drinks,17,1,Total Volume,Zapiain SAT,million litres,2017,31/12/17,5,378.4571186
8,Alcoholic Drinks,17,1,Total Volume,Zapiain SAT,million litres,2018,31/12/18,6,471.2786372
8,Alcoholic Drinks,17,1,Total Volume,Zapiain SAT,million litres,2019,31/12/19,7,483.0335375
8,Alcoholic Drinks,17,1,Total Volume,Zapiain SAT,million litres,2020,31/12/20,8,414.2330774
8,Alcoholic Drinks,17,1,Total Volume,Zapiain SAT,million litres,2021,31/12/21,9,386.8994942
8,Alcoholic Drinks,17,1,Total Volume,MartÃ­nez SopeÃ±a Hermanos SL,million litres,2016,31/12/16,4,397.3740543
8,Alcoholic Drinks,17,1,Total Volume,MartÃ­nez SopeÃ±a Hermanos SL,million litres,2017,31/12/17,5,418.7013193
8,Alcoholic Drinks,17,1,Total Volume,MartÃ­nez SopeÃ±a Hermanos SL,million litres,2018,31/12/18,6,458.0854826
8,Alcoholic Drinks,17,1,Total Volume,MartÃ­nez SopeÃ±a Hermanos SL,million litres,2019,31/12/19,7,447.6354578
8,Alcoholic Drinks,17,1,Total Volume,MartÃ­nez SopeÃ±a Hermanos SL,million litres,2020,31/12/20,8,138.0866817
8,Alcoholic Drinks,17,1,Total Volume,MartÃ­nez SopeÃ±a Hermanos SL,million litres,2021,31/12/21,9,138.4317241
8,Alcoholic Drinks,17,1,Total Volume,Minski Zavod Vinogradnyh Vin ZAO,million litres,2016,16/12/31,4,74.62111621
8,Alcoholic Drinks,17,1,Total Volume,Minski Zavod Vinogradnyh Vin ZAO,million litres,2017,17/12/31,5,72.42275416
8,Alcoholic Drinks,17,1,Total Volume,Minski Zavod Vinogradnyh Vin ZAO,million litres,2018,31/12/18,6,72.7737922
8,Alcoholic Drinks,17,1,Total Volume,Minski Zavod Vinogradnyh Vin ZAO,million litres,2019,19/12/31,7,78.4501476
8,Alcoholic Drinks,17,1,Total Volume,Minski Zavod Vinogradnyh Vin ZAO,million litres,2020,31/12/20,8,94.87600223
8,Alcoholic Drinks,17,1,Total Volume,Minski Zavod Vinogradnyh Vin ZAO,million litres,2021,21/12/31,9,97.88110304
8,Alcoholic Drinks,17,1,Total Volume,KrÃ¶nleins Bryggeri AB,million litres,2016,31/12/16,4,78.66000662
8,Alcoholic Drinks,17,1,Total Volume,KrÃ¶nleins Bryggeri AB,million litres,2017,31/12/17,5,75.69424468
8,Alcoholic Drinks,17,1,Total Volume,KrÃ¶nleins Bryggeri AB,million litres,2018,31/12/18,6,76.3662783
8,Alcoholic Drinks,17,1,Total Volume,KrÃ¶nleins Bryggeri AB,million litres,2019,19/12/31,7,75.19185579
8,Alcoholic Drinks,17,1,Total Volume,KrÃ¶nleins Bryggeri AB,million litres,2020,31/12/20,8,77.3987813
8,Alcoholic Drinks,17,1,Total Volume,KrÃ¶nleins Bryggeri AB,million litres,2021,21/12/31,9,77.94999982
8,Alcoholic Drinks,17,1,Total Volume,Thrre Town Ind Brewery,million litres,2016,31/12/16,4,69.46927268
8,Alcoholic Drinks,17,1,Total Volume,Thrre Town Ind Brewery,million litres,2017,31/12/17,5,68.75582392
8,Alcoholic Drinks,17,1,Total Volume,Thrre Town Ind Brewery,million litres,2018,31/12/18,6,68.16497431
8,Alcoholic Drinks,17,1,Total Volume,Thrre Town Ind Brewery,million litres,2019,31/12/19,7,67.695432
8,Alcoholic Drinks,17,1,Total Volume,Thrre Town Ind Brewery,million litres,2020,31/12/20,8,68.39248299
8,Alcoholic Drinks,17,1,Total Volume,Thrre Town Ind Brewery,million litres,2021,31/12/21,9,69.63790806
8,Alcoholic Drinks,17,1,Total Volume,Pernod Ricard Groupe,million litres,2016,31/12/16,4,62.31975191
8,Alcoholic Drinks,17,1,Total Volume,Pernod Ricard Groupe,million litres,2017,31/12/17,5,61.1779002
8,Alcoholic Drinks,17,1,Total Volume,Pernod Ricard Groupe,million litres,2018,31/12/18,6,60.07182516
8,Alcoholic Drinks,17,1,Total Volume,Pernod Ricard Groupe,million litres,2019,31/12/19,7,57.61359884
8,Alcoholic Drinks,17,1,Total Volume,Pernod Ricard Groupe,million litres,2020,20/12/31,8,56.45341757
8,Alcoholic Drinks,17,1,Total Volume,Pernod Ricard Groupe,million litres,2021,31/12/21,9,55.48755267
8,Alcoholic Drinks,17,1,Total Volume,SÃ¡enz Briones y CÃ­a SAI y C,million litres,2016,31/12/16,4,2.182550355
8,Alcoholic Drinks,17,1,Total Volume,SÃ¡enz Briones y CÃ­a SAI y C,million litres,2017,31/12/17,5,17.63164269
8,Alcoholic Drinks,17,1,Total Volume,SÃ¡enz Briones y CÃ­a SAI y C,million litres,2018,31/12/18,6,26.82233042
8,Alcoholic Drinks,17,1,Total Volume,SÃ¡enz Briones y CÃ­a SAI y C,million litres,2019,31/12/19,7,39.56680448
8,Alcoholic Drinks,17,1,Total Volume,SÃ¡enz Briones y CÃ­a SAI y C,million litres,2020,31/12/20,8,52.66456889
8,Alcoholic Drinks,17,1,Total Volume,SÃ¡enz Briones y CÃ­a SAI y C,million litres,2021,31/12/21,9,47.62284733
8,Alcoholic Drinks,17,1,Total Volume,SABMiller Plc,million litres,2016,16/12/31,4,46.39544992
8,Alcoholic Drinks,17,1,Total Volume,SABMiller Plc,million litres,2017,31/12/17,5,46.93741649
8,Alcoholic Drinks,17,1,Total Volume,SABMiller Plc,million litres,2018,31/12/18,6,48.96556751
8,Alcoholic Drinks,17,1,Total Volume,SABMiller Plc,million litres,2019,31/12/19,7,50.90935892
8,Alcoholic Drinks,17,1,Total Volume,VitivinÃ­cola Cereser SA,million litres,2016,16/12/31,4,52.38642049
8,Alcoholic Drinks,17,1,Total Volume,VitivinÃ­cola Cereser SA,million litres,2017,31/12/17,5,42.82467082
8,Alcoholic Drinks,17,1,Total Volume,SPI Group,million litres,2016,16/12/31,4,45.55809745
8,Alcoholic Drinks,17,1,Total Volume,SPI Group,million litres,2017,31/12/17,5,48.06453716
8,Alcoholic Drinks,17,1,Total Volume,Private Label,million litres,2016,31/12/16,4,47.72837045
8,Alcoholic Drinks,17,1,Total Volume,Private Label,million litres,2017,17/12/31,5,47.46133052
8,Alcoholic Drinks,17,1,Total Volume,Private Label,million litres,2018,31/12/18,6,47.70549076
8,Alcoholic Drinks,17,1,Total Volume,Private Label,million litres,2019,31/12/19,7,43.71017506
8,Alcoholic Drinks,17,1,Total Volume,Private Label,million litres,2020,31/12/20,8,43.82465152
8,Alcoholic Drinks,17,1,Total Volume,Private Label,million litres,2021,31/12/21,9,44.98485352
8,Alcoholic Drinks,17,1,Total Volume,Others,million litres,2016,16/12/31,4,45.35551786
8,Alcoholic Drinks,17,1,Total Volume,Others,million litres,2017,31/12/17,5,45.90682639
8,Alcoholic Drinks,17,1,Total Volume,Others,million litres,2018,31/12/18,6,46.8728765
8,Alcoholic Drinks,17,1,Total Volume,Others,million litres,2019,31/12/19,7,102.5695631
8,Alcoholic Drinks,17,1,Total Volume,Others,million litres,2020,31/12/20,8,87.42667638
8,Alcoholic Drinks,17,1,Total Volume,Others,million litres,2021,31/12/21,9,75.20558774
8,Alcoholic Drinks,2,3,Total Volume,Anheuser-Busch InBev NV,million litres,2016,31/12/16,4,54.35237885
8,Alcoholic Drinks,2,3,Total Volume,Anheuser-Busch InBev NV,million litres,2017,31/12/17,5,50.33585118
8,Alcoholic Drinks,2,3,Total Volume,Anheuser-Busch InBev NV,million litres,2018,31/12/18,6,44.3309982
8,Alcoholic Drinks,2,3,Total Volume,Anheuser-Busch InBev NV,million litres,2019,19/12/31,7,56.76489966
8,Alcoholic Drinks,2,3,Total Volume,Anheuser-Busch InBev NV,million litres,2020,31/12/20,8,50.09567165
8,Alcoholic Drinks,2,3,Total Volume,Anheuser-Busch InBev NV,million litres,2021,21/12/31,9,46.49505114
8,Alcoholic Drinks,2,3,Total Volume,Dragonyte Brewery,million litres,2016,31/12/16,4,43.44490046
8,Alcoholic Drinks,2,3,Total Volume,Dragonyte Brewery,million litres,2017,17/12/31,5,42.8039865
8,Alcoholic Drinks,2,3,Total Volume,Dragonyte Brewery,million litres,2018,31/12/18,6,42.50848501
8,Alcoholic Drinks,2,3,Total Volume,Dragonyte Brewery,million litres,2019,31/12/19,7,23.78531112
8,Alcoholic Drinks,2,3,Total Volume,Dragonyte Brewery,million litres,2020,31/12/20,8,25.58074239
8,Alcoholic Drinks,2,3,Total Volume,Dragonyte Brewery,million litres,2021,31/12/21,9,28.38034381
8,Alcoholic Drinks,2,3,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2016,31/12/16,4,28.49999969
8,Alcoholic Drinks,2,3,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2017,31/12/17,5,29.39999986
8,Alcoholic Drinks,2,3,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2018,31/12/18,6,41.70999839
8,Alcoholic Drinks,2,3,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2019,31/12/19,7,20.2640645
8,Alcoholic Drinks,2,3,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2020,31/12/20,8,26.01863917
8,Alcoholic Drinks,2,3,Total Volume,Paulaner Brauerei GmbH & Co KG,million litres,2021,31/12/21,9,26.8926118
8,Alcoholic Drinks,2,3,Total Volume,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,million litres,2016,31/12/16,4,26.15560018
8,Alcoholic Drinks,2,3,Total Volume,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,million litres,2017,31/12/17,5,25.00002124
8,Alcoholic Drinks,2,3,Total Volume,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,million litres,2018,18/12/31,6,24.33428729
8,Alcoholic Drinks,2,3,Total Volume,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,million litres,2019,19/12/31,7,39.39966077
8,Alcoholic Drinks,2,3,Total Volume,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,million litres,2020,31/12/20,8,30.47619861
8,Alcoholic Drinks,2,3,Total Volume,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,million litres,2021,21/12/31,9,23.10967734
8,Alcoholic Drinks,2,3,Total Volume,Carlsberg A/S,million litres,2016,16/12/31,4,22.66849029
8,Alcoholic Drinks,2,3,Total Volume,Carlsberg A/S,million litres,2017,31/12/17,5,22.47816388
8,Alcoholic Drinks,2,3,Total Volume,Carlsberg A/S,million litres,2018,18/12/31,6,22.54948902
8,Alcoholic Drinks,2,3,Total Volume,Carlsberg A/S,million litres,2019,31/12/19,7,25.4215998
8,Alcoholic Drinks,2,3,Total Volume,Carlsberg A/S,million litres,2020,20/12/31,8,24.25310322
8,Alcoholic Drinks,2,3,Total Volume,Carlsberg A/S,million litres,2021,31/12/21,9,23.80898977
8,Alcoholic Drinks,2,3,Total Volume,Oetker-Gruppe,million litres,2016,16/12/31,4,22.41256387
8,Alcoholic Drinks,2,3,Total Volume,Oetker-Gruppe,million litres,2017,31/12/17,5,21.535468
8,Alcoholic Drinks,2,3,Total Volume,Oetker-Gruppe,million litres,2018,31/12/18,6,21.03413756
8,Alcoholic Drinks,2,3,Total Volume,Oetker-Gruppe,million litres,2019,19/12/31,7,15.14000024
8,Alcoholic Drinks,2,3,Total Volume,Oetker-Gruppe,million litres,2020,20/12/31,8,15.89700069
8,Alcoholic Drinks,2,3,Total Volume,Oetker-Gruppe,million litres,2021,31/12/21,9,14.30729998
8,Alcoholic Drinks,2,3,Total Volume,Sapporo Holdings Ltd,million litres,2018,31/12/18,6,13.7376007
8,Alcoholic Drinks,2,3,Total Volume,Sapporo Holdings Ltd,million litres,2019,19/12/31,7,13.46284778
8,Alcoholic Drinks,2,3,Total Volume,Sapporo Holdings Ltd,million litres,2020,20/12/31,8,13.27436843
8,Alcoholic Drinks,2,3,Total Volume,Sapporo Holdings Ltd,million litres,2021,21/12/31,9,9.898940349
8,Alcoholic Drinks,2,3,Total Volume,Heineken NV,million litres,2016,31/12/16,4,8.114139235
8,Alcoholic Drinks,2,3,Total Volume,Heineken NV,million litres,2017,31/12/17,5,11.10960998
8,Alcoholic Drinks,2,3,Total Volume,Heineken NV,million litres,2018,18/12/31,6,12.39951011
8,Alcoholic Drinks,2,3,Total Volume,Heineken NV,million litres,2019,31/12/19,7,12.55333959
8,Alcoholic Drinks,2,3,Total Volume,Heineken NV,million litres,2020,31/12/20,8,12.09147983
8,Alcoholic Drinks,2,3,Total Volume,Heineken NV,million litres,2021,31/12/21,9,6.400000255
8,Alcoholic Drinks,2,3,Total Volume,Brau Holding International AG,million litres,2016,31/12/16,4,4.550000091
8,Alcoholic Drinks,2,3,Total Volume,Brau Holding International AG,million litres,2017,31/12/17,5,4.720000298
8,Alcoholic Drinks,2,3,Total Volume,Brau Holding International AG,million litres,2018,31/12/18,6,6.373080223
8,Alcoholic Drinks,2,3,Total Volume,Brau Holding International AG,million litres,2019,31/12/19,7,9.303790369
8,Alcoholic Drinks,2,3,Total Volume,Brau Holding International AG,million litres,2020,20/12/31,8,12.01775322
8,Alcoholic Drinks,2,3,Total Volume,Brau Holding International AG,million litres,2021,31/12/21,9,2.410040678
8,Alcoholic Drinks,2,3,Total Volume,Brauerei Maisel GmbH & Co KG,million litres,2016,31/12/16,4,4.317871685
8,Alcoholic Drinks,2,3,Total Volume,Brauerei Maisel GmbH & Co KG,million litres,2017,31/12/17,5,6.14000026
8,Alcoholic Drinks,2,3,Total Volume,Brauerei Maisel GmbH & Co KG,million litres,2018,31/12/18,6,6.840000162
8,Alcoholic Drinks,2,3,Total Volume,Brauerei Maisel GmbH & Co KG,million litres,2019,31/12/19,7,7.749722609
8,Alcoholic Drinks,2,3,Total Volume,Brauerei Maisel GmbH & Co KG,million litres,2020,31/12/20,8,9.93592113
8,Alcoholic Drinks,2,3,Total Volume,Brauerei Maisel GmbH & Co KG,million litres,2021,31/12/21,9,4.98000015
8,Alcoholic Drinks,2,3,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2016,31/12/16,4,7.944960566
8,Alcoholic Drinks,2,3,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2017,31/12/17,5,2.78808601
8,Alcoholic Drinks,2,3,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2018,31/12/18,6,4.034685597
8,Alcoholic Drinks,2,3,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2019,31/12/19,7,5.299956026
8,Alcoholic Drinks,2,3,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2020,20/12/31,8,6.15386108
8,Alcoholic Drinks,2,3,Total Volume,Krombacher Brauerei Bhd Schadeberg GmbH & Co KG,million litres,2021,31/12/21,9,6.775899047
8,Alcoholic Drinks,2,3,Total Volume,Craft Brew Alliance Inc,million litres,2016,31/12/16,4,7.101349079
8,Alcoholic Drinks,2,3,Total Volume,Craft Brew Alliance Inc,million litres,2017,31/12/17,5,5.681466066
8,Alcoholic Drinks,2,3,Total Volume,Craft Brew Alliance Inc,million litres,2018,31/12/18,6,5.801525902
8,Alcoholic Drinks,2,3,Total Volume,Craft Brew Alliance Inc,million litres,2019,31/12/19,7,6.056944691
8,Alcoholic Drinks,2,3,Total Volume,Craft Brew Alliance Inc,million litres,2020,31/12/20,8,6.328726821
8,Alcoholic Drinks,2,3,Total Volume,Craft Brew Alliance Inc,million litres,2021,21/12/31,9,6.533118998
8,Alcoholic Drinks,2,3,Total Volume,"Boston Beer Co Inc, The",million litres,2016,31/12/16,4,6.715696969
8,Alcoholic Drinks,2,3,Total Volume,"Boston Beer Co Inc, The",million litres,2017,31/12/17,5,3.030000045
8,Alcoholic Drinks,2,3,Total Volume,"Boston Beer Co Inc, The",million litres,2018,31/12/18,6,4.730000117
8,Alcoholic Drinks,2,3,Total Volume,"Boston Beer Co Inc, The",million litres,2019,31/12/19,7,4.84151026
8,Alcoholic Drinks,2,3,Total Volume,"Boston Beer Co Inc, The",million litres,2020,31/12/20,8,5.413391024
8,Alcoholic Drinks,2,3,Total Volume,"Boston Beer Co Inc, The",million litres,2021,31/12/21,9,6.084780577
8,Alcoholic Drinks,2,3,Total Volume,Weissbierbrauerei Georg Schneider & Sohn GmbH,million litres,2016,31/12/16,4,6.685387348
8,Alcoholic Drinks,2,3,Total Volume,Weissbierbrauerei Georg Schneider & Sohn GmbH,million litres,2017,31/12/17,5,6.199999849
8,Alcoholic Drinks,2,3,Total Volume,Weissbierbrauerei Georg Schneider & Sohn GmbH,million litres,2018,31/12/18,6,7.099999967
8,Alcoholic Drinks,2,3,Total Volume,Weissbierbrauerei Georg Schneider & Sohn GmbH,million litres,2019,31/12/19,7,6.999999824
8,Alcoholic Drinks,2,3,Total Volume,Weissbierbrauerei Georg Schneider & Sohn GmbH,million litres,2020,31/12/20,8,6.580000011
8,Alcoholic Drinks,2,3,Total Volume,Weissbierbrauerei Georg Schneider & Sohn GmbH,million litres,2021,31/12/21,9,6.093080187
8,Alcoholic Drinks,2,3,Total Volume,KÃ¶nig Ludwig GmbH & Co KG,million litres,2016,31/12/16,4,6.275872092
8,Alcoholic Drinks,2,3,Total Volume,KÃ¶nig Ludwig GmbH & Co KG,million litres,2017,31/12/17,5,3.426601478
8,Alcoholic Drinks,2,3,Total Volume,KÃ¶nig Ludwig GmbH & Co KG,million litres,2018,31/12/18,6,4.554936591
8,Alcoholic Drinks,2,3,Total Volume,KÃ¶nig Ludwig GmbH & Co KG,million litres,2019,31/12/19,7,5.595159606
8,Alcoholic Drinks,2,3,Total Volume,KÃ¶nig Ludwig GmbH & Co KG,million litres,2020,20/12/31,8,6.149999885
8,Alcoholic Drinks,2,3,Total Volume,KÃ¶nig Ludwig GmbH & Co KG,million litres,2021,31/12/21,9,5.558486868
8,Alcoholic Drinks,2,3,Total Volume,New Belgium Brewing Co,million litres,2016,31/12/16,4,5.681689196
8,Alcoholic Drinks,2,3,Total Volume,New Belgium Brewing Co,million litres,2017,31/12/17,5,5.763057798
8,Alcoholic Drinks,2,3,Total Volume,New Belgium Brewing Co,million litres,2018,18/12/31,6,5.841342416
8,Alcoholic Drinks,2,3,Total Volume,New Belgium Brewing Co,million litres,2019,31/12/19,7,5.976319351
8,Alcoholic Drinks,2,3,Total Volume,New Belgium Brewing Co,million litres,2020,31/12/20,8,6.112038862
8,Alcoholic Drinks,2,3,Total Volume,New Belgium Brewing Co,million litres,2021,31/12/21,9,4.336080012
8,Alcoholic Drinks,2,3,Total Volume,Asahi Group Holdings Ltd,million litres,2020,31/12/20,8,4.401530426
8,Alcoholic Drinks,2,3,Total Volume,Asahi Group Holdings Ltd,million litres,2021,21/12/31,9,4.474320933
8,Alcoholic Drinks,2,3,Total Volume,Florida Ice & Farm Co SA,million litres,2016,31/12/16,4,4.562751648
8,Alcoholic Drinks,2,3,Total Volume,Florida Ice & Farm Co SA,million litres,2017,31/12/17,5,4.655024171
8,Alcoholic Drinks,2,3,Total Volume,Florida Ice & Farm Co SA,million litres,2018,18/12/31,6,4.757277354
8,Alcoholic Drinks,2,3,Total Volume,Florida Ice & Farm Co SA,million litres,2019,31/12/19,7,0.289999994
8,Alcoholic Drinks,2,3,Total Volume,Florida Ice & Farm Co SA,million litres,2020,31/12/20,8,0.850000053
8,Alcoholic Drinks,2,3,Total Volume,Florida Ice & Farm Co SA,million litres,2021,31/12/21,9,2.054066035
8,Alcoholic Drinks,2,3,Total Volume,Bitburger Braugruppe GmbH,million litres,2016,31/12/16,4,3.183802299
8,Alcoholic Drinks,2,3,Total Volume,Bitburger Braugruppe GmbH,million litres,2017,31/12/17,5,4.138943014
8,Alcoholic Drinks,2,3,Total Volume,Bitburger Braugruppe GmbH,million litres,2018,18/12/31,6,4.649688804
8,Alcoholic Drinks,2,3,Total Volume,Bitburger Braugruppe GmbH,million litres,2019,19/12/31,7,4.175557841
8,Alcoholic Drinks,2,3,Total Volume,Bitburger Braugruppe GmbH,million litres,2020,31/12/20,8,3.82052237
8,Alcoholic Drinks,2,3,Total Volume,Bitburger Braugruppe GmbH,million litres,2021,21/12/31,9,4.191791012
8,Alcoholic Drinks,2,3,Total Volume,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",million litres,2016,31/12/16,4,4.383479353
8,Alcoholic Drinks,2,3,Total Volume,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",million litres,2017,31/12/17,5,4.562319434
8,Alcoholic Drinks,2,3,Total Volume,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",million litres,2018,18/12/31,6,4.448290755
8,Alcoholic Drinks,2,3,Total Volume,"Stieglbrauerei zu Riedenburg, Franz Huemer & Co",million litres,2019,19/12/31,7,1.984739492
