Location,Industry,Subcategory_ID,Hierarchy_Level,Data_Type,Global_Brand_Owner,Unit,Year_text,Year_date,Year_minus_2016,Volume
8,Alcoholic Drinks,16,1,Total Volume,Brown-Forman Corp,million litres,2018,31/12/18,6,37.29917498
8,Alcoholic Drinks,16,1,Total Volume,Takara Holdings Inc,million litres,2018,18/12/31,6,42.0000015
8,Alcoholic Drinks,16,1,Total Volume,"Boston Beer Co Inc, The",million litres,2018,31/12/18,6,47.00000211
8,Alcoholic Drinks,16,1,Total Volume,Pernod Ricard Groupe,million litres,2018,31/12/18,6,57.4199963
8,Alcoholic Drinks,16,1,Total Volume,Bacardi & Co Ltd,million litres,2018,31/12/18,6,63.9999998
8,Alcoholic Drinks,16,1,Total Volume,Shanghai Bacchus Liquor Co Ltd,million litres,2018,18/12/31,6,66.32000055
8,Alcoholic Drinks,16,1,Total Volume,Castel Groupe,million litres,2018,31/12/18,6,57.0376779
8,Alcoholic Drinks,16,1,Total Volume,Phusion Projects LLC,million litres,2018,18/12/31,6,53.56297012
8,Alcoholic Drinks,16,1,Total Volume,Halewood International Ltd,million litres,2018,31/12/18,6,61.31971269
8,Alcoholic Drinks,16,1,Total Volume,Oenon Holdings Inc,million litres,2018,31/12/18,6,65.67470699
8,Alcoholic Drinks,16,1,Total Volume,Arbor Brasil IndÃºstria de Bebidas Ltda,million litres,2018,31/12/18,6,65.82597198
8,Alcoholic Drinks,16,1,Total Volume,Distell Group Ltd,million litres,2018,18/12/31,6,65.18088086
8,Alcoholic Drinks,16,1,Total Volume,Cepas Argentinas SA,million litres,2018,31/12/18,6,49.09999905
8,Alcoholic Drinks,16,1,Total Volume,"Campari Milano SpA, Davide",million litres,2018,31/12/18,6,50.95879075
8,Alcoholic Drinks,16,1,Total Volume,Novi Produkty Group,million litres,2018,18/12/31,6,56.87962488
8,Alcoholic Drinks,16,1,Total Volume,Beverage Brands (UK) Ltd,million litres,2018,31/12/18,6,63.77809837
8,Alcoholic Drinks,16,1,Total Volume,Dragonyte Brewery,million litres,2018,31/12/18,6,70.38577785
8,Alcoholic Drinks,16,1,Total Volume,J GarcÃ­a CarriÃ³n SA,million litres,2018,31/12/18,6,64.95822589
8,Alcoholic Drinks,16,1,Total Volume,E&J Gallo Winery Inc,million litres,2018,31/12/18,6,409.6591845
8,Alcoholic Drinks,16,1,Total Volume,Carlsberg A/S,million litres,2018,18/12/31,6,55.27002286
8,Alcoholic Drinks,16,1,Total Volume,Siam Winery Co Ltd,million litres,2018,31/12/18,6,55.71218309
8,Alcoholic Drinks,16,1,Total Volume,Olvi Oyj,million litres,2018,18/12/31,6,56.82639962
8,Alcoholic Drinks,16,1,Total Volume,Royal Unibrew A/S,million litres,2018,31/12/18,6,62.5091012
8,Alcoholic Drinks,16,1,Total Volume,Empresas Polar CA,million litres,2018,31/12/18,6,64.38510298
8,Alcoholic Drinks,16,1,Total Volume,United Bottling Group,million litres,2018,31/12/18,6,53.55919709
8,Alcoholic Drinks,16,1,Total Volume,RotkÃ¤ppchen-Mumm Sektkellereien GmbH,million litres,2018,31/12/18,6,54.47842252
8,Alcoholic Drinks,16,1,Total Volume,Productos Derivados del Vino SA,million litres,2018,31/12/18,6,59.57232745
8,Alcoholic Drinks,16,1,Total Volume,Obolon PAT,million litres,2018,31/12/18,6,60.49285493
8,Alcoholic Drinks,16,1,Total Volume,Productos de Uva SA de CV,million litres,2018,31/12/18,6,60.54907261
8,Alcoholic Drinks,16,1,Total Volume,Peter Herres Wein- & Sektkellerei GmbH,million litres,2018,18/12/31,6,60.58725547
8,Alcoholic Drinks,16,1,Total Volume,American Beverage Corp,million litres,2018,18/12/31,6,8.50943681
8,Alcoholic Drinks,16,1,Total Volume,Sapporo Holdings Ltd,million litres,2018,31/12/18,6,16.50688958
8,Alcoholic Drinks,16,1,Total Volume,Cia Muller de Bebidas Ltda,million litres,2018,31/12/18,6,37.33420979
8,Alcoholic Drinks,16,1,Total Volume,Oetker-Gruppe,million litres,2018,18/12/31,6,58.94832137
8,Alcoholic Drinks,16,1,Total Volume,IBB Ltd,million litres,2018,31/12/18,6,54.45233561
8,Alcoholic Drinks,16,1,Total Volume,Constellation Brands Inc,million litres,2018,31/12/18,6,54.71245192
8,Alcoholic Drinks,16,1,Total Volume,Heineken NV,million litres,2018,18/12/31,6,55.81232368
8,Alcoholic Drinks,16,1,Total Volume,Russian Standard Corp,million litres,2018,31/12/18,6,55.2336763
8,Alcoholic Drinks,16,1,Total Volume,Cooperativa AgrÃ­cola Pisquera de Elqui Ltda,million litres,2018,31/12/18,6,55.10958652
8,Alcoholic Drinks,16,1,Total Volume,Alkon-M OOO,million litres,2018,31/12/18,6,54.92900141
8,Alcoholic Drinks,16,1,Total Volume,"Mertes KG Weinkellerei, Peter",million litres,2018,31/12/18,6,93.60599887
8,Alcoholic Drinks,16,1,Total Volume,Ochakovo MPBK ZAO,million litres,2018,18/12/31,6,74.90264725
8,Alcoholic Drinks,16,1,Total Volume,Grupo PeÃ±aflor SA,million litres,2018,18/12/31,6,53.46280421
8,Alcoholic Drinks,16,1,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2018,31/12/18,6,42.25040016
8,Alcoholic Drinks,16,1,Total Volume,Berentzen-Gruppe AG,million litres,2018,31/12/18,6,41.58544556
8,Alcoholic Drinks,16,1,Total Volume,La Martiniquaise SVS,million litres,2018,31/12/18,6,38.68095793
8,Alcoholic Drinks,16,1,Total Volume,"Rum Co, The",million litres,2018,31/12/18,6,32.36666067
8,Alcoholic Drinks,16,1,Total Volume,Industrias El Carmen CA,million litres,2018,18/12/31,6,31.53791288
8,Alcoholic Drinks,16,1,Total Volume,Heaven Hill Distilleries Inc,million litres,2018,31/12/18,6,30.44029307
8,Alcoholic Drinks,16,1,Total Volume,Riks TOO,million litres,2018,18/12/31,6,29.66185863
8,Alcoholic Drinks,16,1,Total Volume,Katlenburger Kellerei Dr Demuth GmbH & Co KG,million litres,2018,31/12/18,6,28.12193896
8,Alcoholic Drinks,16,1,Total Volume,Opal Ltda,million litres,2018,31/12/18,6,22.45644079
8,Alcoholic Drinks,16,1,Total Volume,Kobrand Corp,million litres,2018,31/12/18,6,122.5899941
8,Alcoholic Drinks,16,1,Total Volume,Choya Umeshu Co Ltd,million litres,2018,31/12/18,6,9.149999365
8,Alcoholic Drinks,16,1,Total Volume,G & J Greenall Group Ltd,million litres,2018,18/12/31,6,7.399999864
8,Alcoholic Drinks,16,1,Total Volume,Aqualife PK OAO,million litres,2018,31/12/18,6,7.991999872
8,Alcoholic Drinks,16,1,Total Volume,King's Bridge Royal Distillery,million litres,2018,31/12/18,6,7.769999807
8,Alcoholic Drinks,16,1,Total Volume,Sazerac Co Inc,million litres,2018,31/12/18,6,6.363220212
8,Alcoholic Drinks,16,1,Total Volume,Eastern Beverage Company SA,million litres,2018,31/12/18,6,1817.667196
8,Alcoholic Drinks,16,1,Total Volume,Minski Zavod Bezalcoholnyh Napitkov ZAO (MZBN),million litres,2018,31/12/18,6,1782.276433
8,Alcoholic Drinks,16,1,Total Volume,Cooperativa VinÃ­cola Aurora Ltda,million litres,2018,31/12/18,6,1801.643674
8,Alcoholic Drinks,16,1,Total Volume,Vok Beverages Pty Ltd,million litres,2018,31/12/18,6,1815.592141
8,Alcoholic Drinks,16,1,Total Volume,Global Brands Ltd,million litres,2018,31/12/18,6,9564.420382
8,Alcoholic Drinks,16,1,Total Volume,Vanguard Group,million litres,2018,31/12/18,6,10655.39902
8,Alcoholic Drinks,16,1,Total Volume,IndÃºstrias Reunidas de Bebidas Tatuzinho / 3 Fazendas Ltda,million litres,2018,18/12/31,6,10354.99047
8,Alcoholic Drinks,16,1,Total Volume,SABMiller Plc,million litres,2018,31/12/18,6,57.46510034
8,Alcoholic Drinks,16,1,Total Volume,Grupo Cuervo SA de CV,million litres,2018,31/12/18,6,37.35230976
8,Alcoholic Drinks,16,1,Total Volume,SPI Group,million litres,2018,18/12/31,6,29.99999991
8,Alcoholic Drinks,16,1,Total Volume,LaÅ¡ko Grupa,million litres,2018,18/12/31,6,836.7239572
8,Alcoholic Drinks,16,1,Total Volume,BelvÃ©dÃ¨re SA,million litres,2018,31/12/18,6,828.017472
8,Alcoholic Drinks,16,1,Total Volume,Carlson Cos Inc,million litres,2018,31/12/18,6,364.1000008
8,Alcoholic Drinks,16,1,Total Volume,Private Label,million litres,2018,31/12/18,6,371.3819824
8,Alcoholic Drinks,16,1,Total Volume,Others,million litres,2018,31/12/18,6,112.0300033
8,Alcoholic Drinks,16,1,Total Volume,Suntory Holdings Ltd,million litres,2019,31/12/19,7,118.750004
8,Alcoholic Drinks,16,1,Total Volume,Diageo Plc,million litres,2019,31/12/19,7,1140.302545
8,Alcoholic Drinks,16,1,Total Volume,Kirin Holdings Co Ltd,million litres,2019,31/12/19,7,439.9400156
8,Alcoholic Drinks,16,1,Total Volume,Anheuser-Busch InBev NV,million litres,2019,31/12/19,7,281.5400054
8,Alcoholic Drinks,16,1,Total Volume,Mark Anthony Brands Ltd,million litres,2019,31/12/19,7,103.0000015
8,Alcoholic Drinks,16,1,Total Volume,Asahi Group Holdings Ltd,million litres,2019,31/12/19,7,1212.860021
8,Alcoholic Drinks,16,1,Total Volume,Brown-Forman Corp,million litres,2019,31/12/19,7,1223.551133
8,Alcoholic Drinks,16,1,Total Volume,Takara Holdings Inc,million litres,2019,31/12/19,7,1236.348685
8,Alcoholic Drinks,16,1,Total Volume,"Boston Beer Co Inc, The",million litres,2019,31/12/19,7,1228.424403
8,Alcoholic Drinks,16,1,Total Volume,Pernod Ricard Groupe,million litres,2019,31/12/19,7,1221.336487
8,Alcoholic Drinks,16,1,Total Volume,Bacardi & Co Ltd,million litres,2019,31/12/19,7,1201.356442
8,Alcoholic Drinks,16,1,Total Volume,Shanghai Bacchus Liquor Co Ltd,million litres,2019,31/12/19,7,11696.02752
8,Alcoholic Drinks,16,1,Total Volume,Castel Groupe,million litres,2019,31/12/19,7,11119.70005
8,Alcoholic Drinks,16,1,Total Volume,Phusion Projects LLC,million litres,2019,31/12/19,7,11299.97897
8,Alcoholic Drinks,16,1,Total Volume,Halewood International Ltd,million litres,2019,31/12/19,7,9674.545543
8,Alcoholic Drinks,16,1,Total Volume,Oenon Holdings Inc,million litres,2019,31/12/19,7,8320.954203
8,Alcoholic Drinks,16,1,Total Volume,Arbor Brasil IndÃºstria de Bebidas Ltda,million litres,2019,31/12/19,7,7651.326559
8,Alcoholic Drinks,16,1,Total Volume,Distell Group Ltd,million litres,2019,31/12/19,7,5738.603084
8,Alcoholic Drinks,16,1,Total Volume,Cepas Argentinas SA,million litres,2019,31/12/19,7,6260.30911
8,Alcoholic Drinks,16,1,Total Volume,"Campari Milano SpA, Davide",million litres,2019,31/12/19,7,6712.04766
8,Alcoholic Drinks,16,1,Total Volume,Novi Produkty Group,million litres,2019,19/12/31,7,7176.098951
8,Alcoholic Drinks,16,1,Total Volume,Beverage Brands (UK) Ltd,million litres,2019,19/12/31,7,9048.213353
8,Alcoholic Drinks,16,1,Total Volume,Dragonyte Brewery,million litres,2019,31/12/19,7,9586.323508
8,Alcoholic Drinks,16,1,Total Volume,J GarcÃ­a CarriÃ³n SA,million litres,2019,31/12/19,7,4994.64112
8,Alcoholic Drinks,16,1,Total Volume,E&J Gallo Winery Inc,million litres,2019,31/12/19,7,5094.832974
8,Alcoholic Drinks,16,1,Total Volume,Carlsberg A/S,million litres,2019,31/12/19,7,5203.575822
8,Alcoholic Drinks,16,1,Total Volume,Siam Winery Co Ltd,million litres,2019,19/12/31,7,5392.067989
8,Alcoholic Drinks,16,1,Total Volume,Olvi Oyj,million litres,2019,31/12/19,7,5474.366273
8,Alcoholic Drinks,16,1,Total Volume,Royal Unibrew A/S,million litres,2019,19/12/31,7,5714.801234
8,Alcoholic Drinks,16,1,Total Volume,Empresas Polar CA,million litres,2019,19/12/31,7,2653.029721
8,Alcoholic Drinks,16,1,Total Volume,United Bottling Group,million litres,2019,31/12/19,7,2741.178919
8,Alcoholic Drinks,16,1,Total Volume,RotkÃ¤ppchen-Mumm Sektkellereien GmbH,million litres,2019,31/12/19,7,2894.683496
8,Alcoholic Drinks,16,1,Total Volume,Productos Derivados del Vino SA,million litres,2019,31/12/19,7,2944.536311
8,Alcoholic Drinks,16,1,Total Volume,Obolon PAT,million litres,2019,31/12/19,7,3111.881344
8,Alcoholic Drinks,16,1,Total Volume,Productos de Uva SA de CV,million litres,2019,31/12/19,7,3134.916269
8,Alcoholic Drinks,16,1,Total Volume,Peter Herres Wein- & Sektkellerei GmbH,million litres,2019,31/12/19,7,1504.191023
8,Alcoholic Drinks,16,1,Total Volume,American Beverage Corp,million litres,2019,31/12/19,7,1653.186332
8,Alcoholic Drinks,16,1,Total Volume,Sapporo Holdings Ltd,million litres,2019,19/12/31,7,1832.190891
8,Alcoholic Drinks,16,1,Total Volume,Cia Muller de Bebidas Ltda,million litres,2019,31/12/19,7,2034.202767
8,Alcoholic Drinks,16,1,Total Volume,Oetker-Gruppe,million litres,2019,19/12/31,7,2250.876903
8,Alcoholic Drinks,16,1,Total Volume,IBB Ltd,million litres,2019,31/12/19,7,62.77329454
8,Alcoholic Drinks,16,1,Total Volume,Constellation Brands Inc,million litres,2019,31/12/19,7,81.14614842
8,Alcoholic Drinks,16,1,Total Volume,Heineken NV,million litres,2019,31/12/19,7,133.3163762
8,Alcoholic Drinks,16,1,Total Volume,Russian Standard Corp,million litres,2019,31/12/19,7,122.8952917
8,Alcoholic Drinks,16,1,Total Volume,Cooperativa AgrÃ­cola Pisquera de Elqui Ltda,million litres,2019,19/12/31,7,1436.091559
8,Alcoholic Drinks,16,1,Total Volume,Alkon-M OOO,million litres,2019,19/12/31,7,1485.679836
8,Alcoholic Drinks,16,1,Total Volume,"Mertes KG Weinkellerei, Peter",million litres,2019,31/12/19,7,795.3545869
8,Alcoholic Drinks,16,1,Total Volume,Ochakovo MPBK ZAO,million litres,2019,31/12/19,7,841.8062722
8,Alcoholic Drinks,16,1,Total Volume,Grupo PeÃ±aflor SA,million litres,2019,19/12/31,7,916.3058845
8,Alcoholic Drinks,16,1,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2019,19/12/31,7,958.4300081
8,Alcoholic Drinks,16,1,Total Volume,Berentzen-Gruppe AG,million litres,2019,31/12/19,7,1083.31902
8,Alcoholic Drinks,16,1,Total Volume,La Martiniquaise SVS,million litres,2019,31/12/19,7,1105.016094
8,Alcoholic Drinks,16,1,Total Volume,"Rum Co, The",million litres,2019,19/12/31,7,358.7219555
8,Alcoholic Drinks,16,1,Total Volume,Industrias El Carmen CA,million litres,2019,31/12/19,7,393.3836364
8,Alcoholic Drinks,16,1,Total Volume,Heaven Hill Distilleries Inc,million litres,2019,31/12/19,7,393.2931711
8,Alcoholic Drinks,16,1,Total Volume,Riks TOO,million litres,2019,31/12/19,7,419.6043851
8,Alcoholic Drinks,16,1,Total Volume,Katlenburger Kellerei Dr Demuth GmbH & Co KG,million litres,2019,31/12/19,7,818.2430164
8,Alcoholic Drinks,16,1,Total Volume,Opal Ltda,million litres,2019,19/12/31,7,798.6034438
8,Alcoholic Drinks,16,1,Total Volume,Kobrand Corp,million litres,2019,31/12/19,7,579.3202446
8,Alcoholic Drinks,16,1,Total Volume,Choya Umeshu Co Ltd,million litres,2019,19/12/31,7,565.7937847
8,Alcoholic Drinks,16,1,Total Volume,G & J Greenall Group Ltd,million litres,2019,31/12/19,7,567.505843
8,Alcoholic Drinks,16,1,Total Volume,Aqualife PK OAO,million litres,2019,19/12/31,7,554.1348603
8,Alcoholic Drinks,16,1,Total Volume,King's Bridge Royal Distillery,million litres,2019,31/12/19,7,545.490201
8,Alcoholic Drinks,16,1,Total Volume,Sazerac Co Inc,million litres,2019,31/12/19,7,537.9284137
8,Alcoholic Drinks,16,1,Total Volume,Eastern Beverage Company SA,million litres,2019,31/12/19,7,452.2666188
8,Alcoholic Drinks,16,1,Total Volume,Minski Zavod Bezalcoholnyh Napitkov ZAO (MZBN),million litres,2019,31/12/19,7,450.1150944
8,Alcoholic Drinks,16,1,Total Volume,Cooperativa VinÃ­cola Aurora Ltda,million litres,2019,19/12/31,7,456.7626621
8,Alcoholic Drinks,16,1,Total Volume,Vok Beverages Pty Ltd,million litres,2019,31/12/19,7,457.7955685
8,Alcoholic Drinks,16,1,Total Volume,Global Brands Ltd,million litres,2019,31/12/19,7,458.8629078
8,Alcoholic Drinks,16,1,Total Volume,Vanguard Group,million litres,2019,31/12/19,7,458.4836295
8,Alcoholic Drinks,16,1,Total Volume,IndÃºstrias Reunidas de Bebidas Tatuzinho / 3 Fazendas Ltda,million litres,2019,19/12/31,7,265.3290976
8,Alcoholic Drinks,16,1,Total Volume,SABMiller Plc,million litres,2019,31/12/19,7,294.4049764
8,Alcoholic Drinks,16,1,Total Volume,Grupo Cuervo SA de CV,million litres,2019,31/12/19,7,312.5342347
8,Alcoholic Drinks,16,1,Total Volume,SPI Group,million litres,2019,31/12/19,7,333.5753138
8,Alcoholic Drinks,16,1,Total Volume,Private Label,million litres,2019,31/12/19,7,359.385061
8,Alcoholic Drinks,16,1,Total Volume,Others,million litres,2019,31/12/19,7,392.4646178
8,Alcoholic Drinks,16,1,Total Volume,Suntory Holdings Ltd,million litres,2020,31/12/20,8,305.1842333
8,Alcoholic Drinks,16,1,Total Volume,Diageo Plc,million litres,2020,31/12/20,8,293.0258396
8,Alcoholic Drinks,16,1,Total Volume,Kirin Holdings Co Ltd,million litres,2020,31/12/20,8,296.1698764
8,Alcoholic Drinks,16,1,Total Volume,Anheuser-Busch InBev NV,million litres,2020,31/12/20,8,302.5744888
8,Alcoholic Drinks,16,1,Total Volume,Mark Anthony Brands Ltd,million litres,2020,31/12/20,8,311.166856
8,Alcoholic Drinks,16,1,Total Volume,Asahi Group Holdings Ltd,million litres,2020,20/12/31,8,318.1598131
8,Alcoholic Drinks,16,1,Total Volume,Brown-Forman Corp,million litres,2020,20/12/31,8,315.2591928
8,Alcoholic Drinks,16,1,Total Volume,Takara Holdings Inc,million litres,2020,31/12/20,8,324.1796816
8,Alcoholic Drinks,16,1,Total Volume,"Boston Beer Co Inc, The",million litres,2020,31/12/20,8,315.6211578
8,Alcoholic Drinks,16,1,Total Volume,Pernod Ricard Groupe,million litres,2020,31/12/20,8,315.2429845
8,Alcoholic Drinks,16,1,Total Volume,Bacardi & Co Ltd,million litres,2020,31/12/20,8,315.9346946
8,Alcoholic Drinks,16,1,Total Volume,Shanghai Bacchus Liquor Co Ltd,million litres,2020,31/12/20,8,318.1108879
8,Alcoholic Drinks,16,1,Total Volume,Castel Groupe,million litres,2020,20/12/31,8,294.3299948
8,Alcoholic Drinks,16,1,Total Volume,Phusion Projects LLC,million litres,2020,31/12/20,8,288.2000162
8,Alcoholic Drinks,16,1,Total Volume,Halewood International Ltd,million litres,2020,31/12/20,8,307.4599939
8,Alcoholic Drinks,16,1,Total Volume,Oenon Holdings Inc,million litres,2020,20/12/31,8,303.1996713
8,Alcoholic Drinks,16,1,Total Volume,Arbor Brasil IndÃºstria de Bebidas Ltda,million litres,2020,31/12/20,8,305.6185216
8,Alcoholic Drinks,16,1,Total Volume,Distell Group Ltd,million litres,2020,31/12/20,8,315.9477926
8,Alcoholic Drinks,16,1,Total Volume,Cepas Argentinas SA,million litres,2020,31/12/20,8,516.6675846
8,Alcoholic Drinks,16,1,Total Volume,"Campari Milano SpA, Davide",million litres,2020,31/12/20,8,442.9882154
8,Alcoholic Drinks,16,1,Total Volume,Novi Produkty Group,million litres,2020,31/12/20,8,377.9268147
8,Alcoholic Drinks,16,1,Total Volume,Beverage Brands (UK) Ltd,million litres,2020,31/12/20,8,329.6660751
8,Alcoholic Drinks,16,1,Total Volume,Dragonyte Brewery,million litres,2020,31/12/20,8,323.827729
8,Alcoholic Drinks,16,1,Total Volume,J GarcÃ­a CarriÃ³n SA,million litres,2020,31/12/20,8,308.8277139
8,Alcoholic Drinks,16,1,Total Volume,E&J Gallo Winery Inc,million litres,2020,31/12/20,8,323.744201
8,Alcoholic Drinks,16,1,Total Volume,Carlsberg A/S,million litres,2020,20/12/31,8,318.5188346
8,Alcoholic Drinks,16,1,Total Volume,Siam Winery Co Ltd,million litres,2020,31/12/20,8,324.8203292
8,Alcoholic Drinks,16,1,Total Volume,Becle SAB de CV,million litres,2020,31/12/20,8,321.3843424
8,Alcoholic Drinks,16,1,Total Volume,Olvi Oyj,million litres,2020,31/12/20,8,292.7980705
8,Alcoholic Drinks,16,1,Total Volume,Royal Unibrew A/S,million litres,2020,31/12/20,8,276.8844121
8,Alcoholic Drinks,16,1,Total Volume,Empresas Polar CA,million litres,2020,31/12/20,8,205.9847785
8,Alcoholic Drinks,16,1,Total Volume,United Bottling Group,million litres,2020,31/12/20,8,236.62564
8,Alcoholic Drinks,16,1,Total Volume,RotkÃ¤ppchen-Mumm Sektkellereien GmbH,million litres,2020,31/12/20,8,251.619577
8,Alcoholic Drinks,16,1,Total Volume,Productos Derivados del Vino SA,million litres,2020,31/12/20,8,257.2709347
8,Alcoholic Drinks,16,1,Total Volume,Obolon PAT,million litres,2020,31/12/20,8,268.0649705
8,Alcoholic Drinks,16,1,Total Volume,Productos de Uva SA de CV,million litres,2020,31/12/20,8,272.6397706
8,Alcoholic Drinks,16,1,Total Volume,Peter Herres Wein- & Sektkellerei GmbH,million litres,2020,20/12/31,8,328.5816822
8,Alcoholic Drinks,16,1,Total Volume,American Beverage Corp,million litres,2020,31/12/20,8,323.44971
8,Alcoholic Drinks,16,1,Total Volume,Sapporo Holdings Ltd,million litres,2020,31/12/20,8,301.5655813
8,Alcoholic Drinks,16,1,Total Volume,Cia Muller de Bebidas Ltda,million litres,2020,31/12/20,8,282.8856427
8,Alcoholic Drinks,16,1,Total Volume,Oetker-Gruppe,million litres,2020,20/12/31,8,271.4765391
8,Alcoholic Drinks,16,1,Total Volume,IBB Ltd,million litres,2020,31/12/20,8,263.9026269
8,Alcoholic Drinks,16,1,Total Volume,Constellation Brands Inc,million litres,2020,31/12/20,8,251.1611791
8,Alcoholic Drinks,16,1,Total Volume,Heineken NV,million litres,2020,31/12/20,8,245.6721928
8,Alcoholic Drinks,16,1,Total Volume,Russian Standard Corp,million litres,2020,20/12/31,8,245.9452521
8,Alcoholic Drinks,16,1,Total Volume,Cooperativa AgrÃ­cola Pisquera de Elqui Ltda,million litres,2020,31/12/20,8,245.7898739
8,Alcoholic Drinks,16,1,Total Volume,Alkon-M OOO,million litres,2020,31/12/20,8,245.8263872
8,Alcoholic Drinks,16,1,Total Volume,"Mertes KG Weinkellerei, Peter",million litres,2020,31/12/20,8,248.3811987
8,Alcoholic Drinks,16,1,Total Volume,Ochakovo MPBK ZAO,million litres,2020,20/12/31,8,204.9936483
8,Alcoholic Drinks,16,1,Total Volume,Grupo PeÃ±aflor SA,million litres,2020,20/12/31,8,200.8436439
8,Alcoholic Drinks,16,1,Total Volume,CÃ­a CervecerÃ­as Unidas SA,million litres,2020,20/12/31,8,220.0423939
8,Alcoholic Drinks,16,1,Total Volume,Berentzen-Gruppe AG,million litres,2020,31/12/20,8,224.6942144
8,Alcoholic Drinks,16,1,Total Volume,La Martiniquaise SVS,million litres,2020,20/12/31,8,229.86926
8,Alcoholic Drinks,16,1,Total Volume,"Rum Co, The",million litres,2020,20/12/31,8,234.7981375
8,Alcoholic Drinks,16,1,Total Volume,Industrias El Carmen CA,million litres,2020,31/12/20,8,224.9260747
8,Alcoholic Drinks,16,1,Total Volume,Heaven Hill Distilleries Inc,million litres,2020,31/12/20,8,241.7431623
8,Alcoholic Drinks,16,1,Total Volume,Riks TOO,million litres,2020,31/12/20,8,233.2338945
8,Alcoholic Drinks,16,1,Total Volume,Katlenburger Kellerei Dr Demuth GmbH & Co KG,million litres,2020,31/12/20,8,234.3847117
8,Alcoholic Drinks,16,1,Total Volume,Opal Ltda,million litres,2020,31/12/20,8,220.8673036
8,Alcoholic Drinks,16,1,Total Volume,Kobrand Corp,million litres,2020,31/12/20,8,215.0444536
8,Alcoholic Drinks,16,1,Total Volume,Choya Umeshu Co Ltd,million litres,2020,31/12/20,8,173.2399677
8,Alcoholic Drinks,16,1,Total Volume,G & J Greenall Group Ltd,million litres,2020,31/12/20,8,170.121674
8,Alcoholic Drinks,16,1,Total Volume,Aqualife PK OAO,million litres,2020,31/12/20,8,172.5884327
8,Alcoholic Drinks,16,1,Total Volume,King's Bridge Royal Distillery,million litres,2020,31/12/20,8,171.1214033
8,Alcoholic Drinks,16,1,Total Volume,Sazerac Co Inc,million litres,2020,31/12/20,8,170.2657932
8,Alcoholic Drinks,16,1,Total Volume,Eastern Beverage Company SA,million litres,2020,20/12/31,8,171.0319955
8,Alcoholic Drinks,16,1,Total Volume,Minski Zavod Bezalcoholnyh Napitkov ZAO (MZBN),million litres,2020,20/12/31,8,166.136975
8,Alcoholic Drinks,16,1,Total Volume,Cooperativa VinÃ­cola Aurora Ltda,million litres,2020,31/12/20,8,162.980398
8,Alcoholic Drinks,16,1,Total Volume,Vok Beverages Pty Ltd,million litres,2020,31/12/20,8,163.3552546
8,Alcoholic Drinks,16,1,Total Volume,Global Brands Ltd,million litres,2020,31/12/20,8,149.7968163
8,Alcoholic Drinks,16,1,Total Volume,Vanguard Group,million litres,2020,31/12/20,8,143.8049305
8,Alcoholic Drinks,16,1,Total Volume,IndÃºstrias Reunidas de Bebidas Tatuzinho / 3 Fazendas Ltda,million litres,2020,20/12/31,8,140.4398621
8,Alcoholic Drinks,16,1,Total Volume,Private Label,million litres,2020,31/12/20,8,130.9192531
8,Alcoholic Drinks,16,1,Total Volume,Others,million litres,2020,31/12/20,8,135.108716
8,Alcoholic Drinks,16,1,Total Volume,Suntory Holdings Ltd,million litres,2021,31/12/21,9,139.1619751
8,Alcoholic Drinks,16,1,Total Volume,Diageo Plc,million litres,2021,31/12/21,9,108.6411122
8,Alcoholic Drinks,16,1,Total Volume,Kirin Holdings Co Ltd,million litres,2021,31/12/21,9,112.8781153
8,Alcoholic Drinks,16,1,Total Volume,Anheuser-Busch InBev NV,million litres,2021,21/12/31,9,118.2300023
8,Alcoholic Drinks,16,1,Total Volume,Mark Anthony Brands Ltd,million litres,2021,21/12/31,9,123.6212848
8,Alcoholic Drinks,16,1,Total Volume,Asahi Group Holdings Ltd,million litres,2021,31/12/21,9,129.1224323
8,Alcoholic Drinks,16,1,Total Volume,Brown-Forman Corp,million litres,2021,31/12/21,9,134.8193662
8,Alcoholic Drinks,16,1,Total Volume,Takara Holdings Inc,million litres,2021,31/12/21,9,57.01207461
8,Alcoholic Drinks,16,1,Total Volume,"Boston Beer Co Inc, The",million litres,2021,31/12/21,9,70.73645133
8,Alcoholic Drinks,16,1,Total Volume,Pernod Ricard Groupe,million litres,2021,31/12/21,9,102.0589162
8,Alcoholic Drinks,16,1,Total Volume,Bacardi & Co Ltd,million litres,2021,21/12/31,9,112.4107764
8,Alcoholic Drinks,16,1,Total Volume,Shanghai Bacchus Liquor Co Ltd,million litres,2021,21/12/31,9,138.6449716
8,Alcoholic Drinks,16,1,Total Volume,Castel Groupe,million litres,2021,21/12/31,9,131.8239248
8,Alcoholic Drinks,16,1,Total Volume,Phusion Projects LLC,million litres,2021,21/12/31,9,160.753849
8,Alcoholic Drinks,16,1,Total Volume,Halewood International Ltd,million litres,2021,31/12/21,9,172.1382568
8,Alcoholic Drinks,16,1,Total Volume,Oenon Holdings Inc,million litres,2021,31/12/21,9,173.299734
8,Alcoholic Drinks,16,1,Total Volume,Arbor Brasil IndÃºstria de Bebidas Ltda,million litres,2021,31/12/21,9,168.3997572
8,Alcoholic Drinks,16,1,Total Volume,Distell Group Ltd,million litres,2021,31/12/21,9,145.9729959
