Location,Industry,Edition,Category,Subcategory,Hierarchy_Level,Data_Type,Outlet,Outlet_Hierarchy,Unit,Year_text,Year_date,Volume
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2007,12/31/2007,4185981557
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2008,12/31/2008,4120167922
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2009,12/31/2009,3950244649
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2010,12/31/2010,3869063907
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2011,12/31/2011,3800251513
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2012,12/31/2012,3791750014
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2013,12/31/2013,3687654046
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2014,12/31/2014,3702024314
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2015,12/31/2015,3643450772
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2016,12/31/2016,3711137806
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2017,12/31/2017,3651892681
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2018,12/31/2018,3725227459
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2019,12/31/2019,3832352137
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2020,12/31/2020,385080531
6,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2021,12/31/2021,3729870431
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2007,12/31/2007,5936582894
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2008,12/31/2008,5727080326
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2009,12/31/2009,5702408914
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2010,12/31/2010,5652087553
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2011,12/31/2011,5662960409
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2012,12/31/2012,5696469336
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2013,12/31/2013,5659537883
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2014,12/31/2014,5642747818
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2015,12/31/2015,5673291655
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2016,12/31/2016,5668441404
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2017,12/31/2017,5637447677
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2018,12/31/2018,5650230239
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2019,12/31/2019,5724007707
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2020,12/31/2020,5795582221
7,Alcoholic Drinks,2022,Beer,Beer,1,Off-trade Volume,Supermarkets,3,million litres,2021,12/31/2021,5834418421
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2007,12/31/2007,540084816
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2008,12/31/2008,555979377
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2009,12/31/2009,56009827
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2010,12/31/2010,559929175
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2011,12/31/2011,57443214
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2012,12/31/2012,597542706
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2013,12/31/2013,612445104
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2014,12/31/2014,645739486
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2015,12/31/2015,685167575
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2016,12/31/2016,786468553
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2017,12/31/2017,889249965
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2018,12/31/2018,1042763316
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2019,12/31/2019,1257692404
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2020,12/31/2020,1411950196
1,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2021,12/31/2021,1563270633
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2007,12/31/2007,925187635
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2008,12/31/2008,929926012
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2009,12/31/2009,942294098
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2010,12/31/2010,982762723
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2011,12/31/2011,1011458526
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2012,12/31/2012,1034866892
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2013,12/31/2013,1180430957
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2014,12/31/2014,1415127758
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2015,12/31/2015,1635353454
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2016,12/31/2016,1892135848
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2017,12/31/2017,2500342325
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2018,12/31/2018,3102069318
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2019,12/31/2019,3797622666
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2020,12/31/2020,4459722657
2,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2021,12/31/2021,5134203774
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2007,12/31/2007,2671831856
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2008,12/31/2008,3982291625
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2009,12/31/2009,6931731708
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2010,12/31/2010,132938231
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2011,12/31/2011,1660629588
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2012,12/31/2012,1358094955
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2013,12/31/2013,1263598078
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2014,12/31/2014,1366379708
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2015,12/31/2015,1725913404
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2016,12/31/2016,2041708469
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2017,12/31/2017,2260143165
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2018,12/31/2018,2715963526
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2019,12/31/2019,3160205379
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2020,12/31/2020,3933108309
3,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2021,12/31/2021,3857777665
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2007,12/31/2007,250815039
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2008,12/31/2008,255989228
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2009,12/31/2009,2781094175
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2010,12/31/2010,2910251545
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2011,12/31/2011,2979067879
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2012,12/31/2012,2984740579
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2013,12/31/2013,2955911719
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2014,12/31/2014,3073556419
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2015,12/31/2015,3208619767
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2016,12/31/2016,3298131232
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2017,12/31/2017,306530462
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2018,12/31/2018,3108193736
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2019,12/31/2019,3054192215
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2020,12/31/2020,3036484611
4,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2021,12/31/2021,3181350786
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2007,12/31/2007,99781111
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2008,12/31/2008,102659201
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2009,12/31/2009,99695141
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2010,12/31/2010,94743785
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2011,12/31/2011,63381596
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2012,12/31/2012,68307
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2013,12/31/2013,91619257
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2014,12/31/2014,107728765
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2015,12/31/2015,106766286
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2016,12/31/2016,627422426
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2017,12/31/2017,534419743
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2018,12/31/2018,578674938
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2019,12/31/2019,669294316
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2020,12/31/2020,674254936
5,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2021,12/31/2021,707776292
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2007,12/31/2007,1267173119
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2008,12/31/2008,1198182482
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2009,12/31/2009,1189937448
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2010,12/31/2010,1213055601
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2011,12/31/2011,125616581
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2012,12/31/2012,134150807
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2013,12/31/2013,1417969514
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2014,12/31/2014,1523337993
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2015,12/31/2015,1916840589
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2016,12/31/2016,3098585098
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2017,12/31/2017,5053141363
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2018,12/31/2018,7255880547
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2019,12/31/2019,7771105854
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2020,12/31/2020,6906896347
6,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2021,12/31/2021,6519435779
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2007,12/31/2007,1442617965
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2008,12/31/2008,1437852464
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2009,12/31/2009,1405322244
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2010,12/31/2010,1453566436
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2011,12/31/2011,1495588019
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2012,12/31/2012,1474617787
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2013,12/31/2013,1551155705
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2014,12/31/2014,1578323479
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2015,12/31/2015,1600843719
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2016,12/31/2016,1646022356
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2017,12/31/2017,1658438746
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2018,12/31/2018,1658834821
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2019,12/31/2019,1631922768
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2020,12/31/2020,1649699956
7,Alcoholic Drinks,2022,Cider/Perry,Cider/Perry,1,Off-trade Volume,Supermarkets,3,000 litres,2021,12/31/2021,1653047522
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2007,12/31/2007,2557872899
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2008,12/31/2008,2851663025
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2009,12/31/2009,3167488697
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2010,12/31/2010,3118490222
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2011,12/31/2011,2981812417
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2012,12/31/2012,302457284
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2013,12/31/2013,3267775453
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2014,12/31/2014,3472165439
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2015,12/31/2015,36163718
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2016,12/31/2016,3868638601
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2017,12/31/2017,406105919
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2018,12/31/2018,4541919209
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2019,12/31/2019,5114167176
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2020,12/31/2020,5634509933
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2021,12/31/2021,6086015564
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2007,12/31/2007,684365896
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2008,12/31/2008,775826722
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2009,12/31/2009,860430656
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2010,12/31/2010,939706039
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2011,12/31/2011,1029536109
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2012,12/31/2012,87456075
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2013,12/31/2013,764076719
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2014,12/31/2014,74807179
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2015,12/31/2015,740702461
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2016,12/31/2016,736674951
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2017,12/31/2017,704493593
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2018,12/31/2018,671465829
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2019,12/31/2019,648493042
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2020,12/31/2020,63469034
2,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2021,12/31/2021,622138666
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2007,12/31/2007,7544785562
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2008,12/31/2008,9163411742
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2009,12/31/2009,1083569691
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2010,12/31/2010,132753625
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2011,12/31/2011,1188659957
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2012,12/31/2012,1335461439
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2013,12/31/2013,1273673223
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2014,12/31/2014,1069717682
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2015,12/31/2015,1146039164
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2016,12/31/2016,1052656462
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2017,12/31/2017,1063807389
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2018,12/31/2018,9532711812
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2019,12/31/2019,8015420389
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2020,12/31/2020,5592004969
3,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2021,12/31/2021,4752722568
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2007,12/31/2007,3542977872
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2008,12/31/2008,4421418521
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2009,12/31/2009,479651434
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2010,12/31/2010,5007226734
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2011,12/31/2011,5295604513
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2012,12/31/2012,557051365
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,RTDs/High-Strength Premixes,1,Off-trade Volume,Supermarkets,3,000 litres,2013,12/31/2013,5493339061
